ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge_1,leading_edge_2,leading_edge_3,core_enrichment
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,KKU-213,136,0.358227761,1.336579259,0.004995005,0.017839304,0.009764671,4144,tags=43%, list=33%, signal=29%,ARG2/ACO2/PTGES3/MT2A/TMEM97/PINK1/SPINT2/KARS/TMBIM6/HPRT1/PGRMC1/EPHX1/MTHFD1/CSAD/LONP1/SSR3/ELOVL5/COMT/DHPS/EPHA2/ADH5/ATP2A2/PTGR1/GSTO1/HACL1/ACP1/ALDH9A1/PTGES/PGD/UPP1/NQO1/ALAS1/DHRS7/IDH1/PTS/IGFBP4/JUP/SLC1A5/CYB5A/NMT1/GSS/CASP6/ARPP19/GCLC/ACOX1/RETSAT/AHCY/NPC1/TNFRSF1A/ECH1/PSMB10/SHMT2/BLVRB/GSR/GART/SLC35B1/GABARAPL1/ACP2
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,KKU-213,44,0.45115545,1.529883055,0.006006006,0.02002002,0.010958327,3979,tags=64%, list=31%, signal=44%,TXN/PRDX1/SOD1/PDLIM1/PRDX4/FTL/GPX4/LAMTOR5/PRNP/TXNRD2/GPX3/PRDX6/NQO1/JUNB/PFKP/NDUFA6/TXNRD1/GCLM/PRDX2/HMOX2/GCLC/SOD2/NDUFS2/G6PD/GSR/SRXN1/NDUFB4/OXSR1
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,KKU-213,69,0.388858826,1.387158565,0.00999001,0.031218781,0.017088175,3948,tags=49%, list=31%, signal=34%,ACAT2/ACTG1/FABP5/ATF5/ANXA5/TMEM97/SCD/S100A11/MAL2/CD9/FADS2/CTNNB1/ERRFI1/LGALS3/ALCAM/CYP51A1/IDI1/FDFT1/FDPS/EBP/TNFRSF12A/LDLR/HMGCS1/SQLE/CHKA/ANTXR2/DHCR7/FASN/PLSCR1/ECH1/NSDHL/ACSS2/CXCL16/ATF3
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,KKU-213,85,0.376578274,1.359753345,0.010989011,0.032320621,0.017691287,5443,tags=60%, list=43%, signal=35%,ERCC1/PABPC1/PRDX5/DLG4/CNBP/PRDX1/TOP2A/SOD1/YWHAH/DHCR24/HRAS/ACOT8/ELOVL5/IDI1/BCL10/ALDH9A1/FDPS/RDH11/IDH1/CLN6/ABCD3/SMARCC1/VPS4B/FADS1/SLC25A19/MVP/CDK7/GNPAT/ACOX1/RETSAT/CTPS1/SOD2/ECH1/ERCC3/GSTK1/SCP2/MSH2/ACSL5/ITGB1BP1/CTBP1/DHRS3/TSPO/ISOC1/SIAH1/PEX6/SLC35B2/LONP2/FIS1/ACSL4/CAT/ECI2
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,KKU-213,135,0.344492464,1.283906721,0.017982018,0.0473211,0.025902076,4810,tags=48%, list=38%, signal=30%,ACTB/PFN1/ACTG1/RHOF/MYH9/ACTN4/ITGB1/ARPC2/MYL12B/FSCN1/CAP1/YWHAH/ITGA3/LIMA1/ACTN1/ITGB4/HRAS/MSN/GTF2F1/COL17A1/LAMC2/CLDN4/AMIGO2/CTNND1/CDH3/MPP5/GNAI2/TGFBI/ADAM9/IRS1/RASA1/VCL/DLG1/TIAL1/LAMB3/JUP/CNN2/VASP/CLDN7/TUBG1/JAM3/ZYX/TJP1/MPZL2/B4GALT1/IKBKG/CTNNA1/PTEN/SHC1/CDH1/EGFR/CDH4/EPB41L2/MPZL1/PARD6G/SGCE/PTK2/INSIG1/STX4/ITGA2/MYH10/RRAS/LAMA3/PIK3CB/HADH
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,KKU-213,158,0.337327532,1.273989864,0.017982018,0.0473211,0.025902076,5705,tags=56%, list=45%, signal=31%,LDHA/ANXA2/ENO1/GAPDH/DDIT3/CYR61/F3/PHKG1/TPI1/MT2A/PRDX5/HSPA5/CP/GAPDHS/MYH9/ALDOA/CAV1/UGP2/PGK1/SDC4/PGAM2/DDIT4/FOS/HDLBP/ERRFI1/MIF/DUSP1/HK2/SLC2A1/VEGFA/PPP1R15A/KDELR3/BHLHE40/ZFP36/JUN/TGFBI/BCAN/PFKP/KLF6/CITED2/LXN/HK1/GPI/EXT1/PGM1/ETS1/PIM1/CSRP2/CASP6/P4HA1/FAM162A/TIPARP/ANKZF1/IDS/ADM/PKLR/TES/CDKN1B/SIAH2/CDKN1A/AKAP12/TPBG/ATF3/EGFR/KDM3A/CTGF/NDRG1/HS3ST1/VHL/PLAUR/STBD1/SAP30/GBE1/FOSL2/BTG1/HEXA/XPNPEP1/TGM2/TPD52/PLIN2/SERPINE1/WSB1/RBPJ/BNIP3L/NAGK/SLC25A1/TNFAIP3/PDGFB/GLRX
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,KKU-213,85,0.362694928,1.309623191,0.018981019,0.047452547,0.025974026,5312,tags=60%, list=42%, signal=35%,HSP90B1/CALR/DDIT3/PFN1/SQSTM1/CDK4/SFN/YWHAB/CFL1/ACTR2/AP2M1/PPP1CA/RAC1/AKT1S1/RAF1/ARPC3/ACTR3/CLTC/HRAS/ARHGDIA/SLC2A1/RALB/ARF1/UBE2D3/PTPN11/MAPKAP1/PIN1/UBE2N/PRKAR2A/CAB39/TNFRSF1A/GRB2/CDK1/EIF4E/CDKN1B/PTEN/CDKN1A/EGFR/CDK2/PRKAG1/PPP2R1B/TBK1/AKT1/RPS6KA1/MAP2K3/ACACA/PIK3R3/RIPK1/PAK4/ATF1/GSK3B
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,KKU-213,89,0.358097541,1.296266368,0.024975025,0.059031877,0.032312185,5732,tags=63%, list=45%, signal=35%,KRT8/ADRM1/KRT19/XRCC6/B2M/SMS/SCD/CENPN/SAT1/H1F0/PA2G4/CCND1/DBI/DHCR24/SLC38A2/MYL12A/NCOA4/ACTN1/XRCC5/ELOVL5/PGM3/ANKH/IDI1/ALDH1A3/ACSL3/HMGCS1/LMAN1/GNAI3/FADS1/B4GALT1/SRP19/SPCS3/MAK/UBE2I/AKAP12/MAP7/GSR/NDRG1/SRF/INSIG1/TSC22D1/UAP1/AKT1/ITGAV/CCND3/HMGCR/UBE2J1/VAPA/TMEM50A/TPD52/INPP4B/ZMIZ1/SORD/RPS6KA3/SEC24D/STK39
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,KKU-213,66,0.373379663,1.323998017,0.025974026,0.059031877,0.032312185,3913,tags=47%, list=31%, signal=33%,OAZ3/CLVS1/GAPDHS/RAD17/RFC4/VDAC3/PSMG1/BUB1/TALDO1/CCNB2/AURKA/CSNK2A2/CDKN3/KIF2C/PEBP1/PHKG2/PRKAR2A/PARP2/TOPBP1/EZH2/TSSK2/JAM3/TSN/ACRV1/TTK/DBF4/ZC3H14/CDK1/COIL/HSPA4L/MAP7
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,KKU-213,173,0.323992758,1.232629346,0.028971029,0.062980498,0.034473536,6646,tags=67%, list=52%, signal=32%,ACO2/GADD45A/LPCAT3/ESRRA/MRAP/ALDOA/SOD1/SNCG/TKT/SLC5A6/CYC1/APLP2/DGAT1/UBC/UQCRC1/ATP1B3/PDCD4/GPX4/COX6A1/G3BP2/GHITM/IMMT/TALDO1/ADIPOR2/ECHS1/CMPK1/GPX3/UBQLN1/NDUFAB1/FZD4/COX8A/DHRS7/IDH1/PRDX3/COX7B/AK2/ATL2/YWHAG/SLC1A5/IDH3G/CS/CD151/SUCLG1/PGM1/ETFB/STOM/NMT1/DHCR7/RIOK3/ACLY/CPT2/GRPEL1/MRPL15/ESYT1/ACOX1/RETSAT/MTCH2/NKIRAS1/TOB1/CD302/ECH1/BAZ2A/SCP2/ELOVL6/IFNGR1/SDHB/RNF11/AIFM1/REEP5/RAB34/RMDN3/MYLK/DECR1/PTCD3/NDUFS3/DLAT/RTN3/DLD/GBE1/GPHN/MCCC1/CDKN2C/MDH2/IDH3A/HADH/ARAF/ME1/NDUFB7/DHRS7B/LTC4S/UQCR11/POR/PLIN2/UQCR10/CAT/COQ3/NDUFA5/SOWAHC/SLC25A1/UCK1/CHUK/COQ5/SDHC/PREB/SAMM50/CMBL/PPP1R15B/GPD2/MGLL/MAP4K3/PFKL/PHLDB1/PPARG/COQ9/CCNG2/ACAA2
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,KKU-213,195,0.314755113,1.203934798,0.044955045,0.093656344,0.051264525,5364,tags=55%, list=42%, signal=32%,EZR/YWHAE/TUBGCP2/CSNK1D/RHOF/MYH9/ACTN4/TOP2A/SMC4/FLNA/TPX2/FSCN1/NET1/MAPRE1/ANLN/NUSAP1/SUN2/SPTAN1/DLGAP5/RANBP9/KIF23/PXN/PPP4R2/MARCKS/ARHGDIA/CAPZB/CDC42/ABI1/BUB1/CEP57/NUMA1/ECT2/STAU1/LRPPRC/CCNB2/AURKA/FLNB/SMC3/BIRC5/RASA1/PLK1/INCENP/ARF6/PRC1/DYNLL2/LMNB1/CTTN/KIF2C/CD2AP/RALBP1/KIF11/KIF4A/VCL/SMC1A/RACGAP1/DLG1/SPTBN1/SEPT9/KIF5B/FARP1/ARHGAP29/CENPF/TTK/TUBA4A/CKAP5/STK38L/KLC1/KATNA1/GSN/MYO1E/CDC27/KIF20B/CDK1/TBCD/CDK5RAP2/WASF2/DYNC1H1/LLGL1/EPB41L2/FBXO5/DST/EPB41/CLIP1/NDC80/TRIO/MID1IP1/RABGAP1/MYH10/NEK2/CNTRL/KIF22/RHOT2/RAB3GAP1/PAFAH1B1/CDC42EP1/PALLD/SASS6/ARHGAP5/NOTCH2/RICTOR/ARHGEF12/CEP250/PCM1/RASAL2/ARFGEF1/RFC1/ARHGAP10
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,KKU-213,94,0.337908706,1.225708834,0.062937063,0.125874126,0.068899522,4405,tags=45%, list=35%, signal=29%,NPM1/RPL9/EIF5A/RPS9/EIF3A/B2M/MRPL3/RPL39/ABCE1/FLNA/RPS3A/RPS19/EIF3J/EREG/EIF3D/HIF1A/ABI1/DARS/RARS/MTIF2/BCL10/NME1/TIMP1/AARS/UBE2N/IL18/STAT1/IL1B/PTPN6/ETS1/STAB1/GLMN/CD47/IFNGR2/PSMB10/IFNGR1/EGFR/GALNT1/CDKN2A/IL4R/EIF4G3/WARS
HALLMARK_COAGULATION,HALLMARK_COAGULATION,KKU-213,82,0.339785854,1.226532203,0.068931069,0.132559748,0.07255902,5685,tags=49%, list=45%, signal=27%,ANXA1/THBS1/F3/S100A13/PLAU/CD9/S100A1/RAC1/ARF4/CAPN2/MASP2/MMP14/CTSB/WDR1/TIMP1/ADAM9/PRSS23/LTA4H/DUSP6/GNG12/CSRP1/GNB2/MST1/DUSP14/GSN/PREP/GP1BA/ISCU/ITGA2/LAMP2/CTSH/THBD/CLU/SERPINE1/PLAT/CFH/PROZ/USP11/LGMN/PDGFB
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,KKU-213,150,0.30327341,1.140710791,0.136863137,0.25331811,0.138658334,4685,tags=46%, list=37%, signal=29%,KRT19/FABP5/SFN/SLC7A5/METTL3/TOP2A/CAV1/CD9/PERP/HPRT1/CCND1/IL17RB/FKBP4/RABEP1/ANXA9/PDCD4/FOS/SLC16A1/CDC20/MYOF/KLF4/ELOVL5/LAMC2/KIF20A/FLNB/FDFT1/PTGES/XRCC3/ZFP36/GINS2/BTG3/PRSS23/PPIF/SLC9A3R1/CD44/CDC6/NAB2/IGFBP4/ASS1/TPD52L1/FARP1/PTPN6/GLA/ETFB/XBP1/DHCR7/NBL1/SCNN1A/PLK4/LSR/TOB1/ALDH3A2/COX6C/SIAH2/TPBG/HSPA4L/CDH1/BLVRB/NMU/ADD3/ST6GALNAC2/SLC29A1/JAK1/DYNLT3/MOCS2/MEST/AMFR/ST14/GALE
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,KKU-213,183,0.295583129,1.128630338,0.141858142,0.25331811,0.138658334,6136,tags=58%, list=48%, signal=31%,RAD9A/DDIT3/GADD45A/KRT17/RPS12/RPL18/SFN/S100A10/RPL36/DNTTIP2/SAT1/APP/VAMP8/PERP/PLK2/CCNK/SDC1/DDIT4/FOS/EPHX1/NUDT15/IL1A/SEC61A1/ITGB4/PCNA/SLC3A2/KLF4/DDB2/HRAS/TM4SF1/EPHA2/PPP1R15A/HINT1/UPP1/IRAK1/JUN/POM121/TPRKB/BLCAP/EPS8L2/TPD52L1/MDM2/CTSD/STOM/TP63/FAM162A/PHLDA3/GLS2/RRAD/RETSAT/TM7SF3/TOB1/ZFP36L1/NOL8/EI24/TNNI1/CDKN1A/TAX1BP3/GM2A/HEXIM1/HSPA4L/GPX2/RB1/DGKA/HBEGF/TP53/ATF3/WRAP73/NDRG1/CDKN2A/IFI30/WWP1/ISCU/ERCC5/IER5/TSC22D1/CD81/ST14/CCND3/CD82/BTG1/RPS27L/RAP2B/IP6K2/SP1/JAG2/MAPKAPK3/PLXNB2/CASP1/POLH/DCXR/PTPRE/NINJ1/SERPINB5/BAX/TSPYL2/CCNG1/RRP8/TGFA/RXRA/CDKN2B/TRIB3/PRKAB1/TRAF4/XPC/ADA/MKNK2
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,KKU-213,144,0.296778669,1.1119998,0.184815185,0.31864687,0.174417234,5277,tags=40%, list=41%, signal=23%,GLIPR1/THBS1/CYR61/PPIB/GADD45A/TPM4/SAT1/ITGB1/FLNA/COPA/SDC4/SDC1/VIM/MCM7/NT5E/MMP14/PFN2/VEGFA/LAMC2/LGALS1/DKK1/TIMP1/PLOD2/JUN/TGFBI/TNFRSF12A/SERPINH1/CD44/IGFBP4/ACTA2/SNAI2/CALD1/PTHLH/NID2/CALU/FGF2/SLC6A8/PLOD3/CTGF/COLGALT1/MYLK/RHOB/DST/CD59/PLOD1/PLAUR/MEST/ITGA2/LAMC1/LAMA3/ITGAV/ITGB5/TGM2/TPM1/NOTCH2/SERPINE1/CAPG
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,KKU-213,133,0.299131589,1.114519818,0.200799201,0.334665335,0.183185236,5468,tags=50%, list=43%, signal=29%,MYC/S100A1/PHLDA1/AHNAK/ODC1/PLEC/CTSZ/GPX4/ITGA6/EMP1/NT5E/HK2/ALCAM/PRNP/IFITM3/GSTO1/BHLHE40/BCL2L1/CKAP4/SYNGR2/KLF6/PTRH2/CD44/CDC6/HUWE1/AKAP2/IRF6/SLC1A5/LRIG1/PIM1/XBP1/P4HA1/ETV4/ANXA4/SNX14/MYO1E/PLSCR1/AHCY/UCK2/TNFRSF21/IFNGR1/CYFIP1/NCOA3/NDRG1/RNH1/GABARAPL1/RHOB/IL4R/IGF2R/DHRS3/SWAP70/SPRED2/NRP1/MAPKAPK2/CD81/MYO1C/WLS/ITGAV/CCND3/TGM2/NOP2/PLIN2/CAPG/SERPINB6/PUS1/PRKCH/SLC29A2
HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,KKU-213,52,0.331417485,1.144328937,0.233,0.375806452,0.205704584,5296,tags=54%, list=42%, signal=32%,THBS1/RHOA/PPP1CA/HDAC1/CTNNB1/FKBP1A/UBE2D3/PPP1R15A/SLC20A1/JUNB/SPTBN1/BCAR3/TJP1/TRIM33/FNTA/WWTR1/IFNGR2/ENG/CDH1/SMURF1/SMAD3/CDK9/ARID4B/ID1/XIAP/SERPINE1/BMPR1A/NCOR2
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,KKU-213,168,0.285808143,1.084281563,0.244755245,0.379923107,0.207957911,7254,tags=68%, list=57%, signal=30%,CYR61/F3/GADD45A/YRDC/SQSTM1/SAT1/PLAU/MYC/CCND1/MCL1/EIF1/PHLDA1/PLK2/SDC4/HES1/FOS/IL1A/FOSL1/EGR1/KLF4/NFKBIA/MARCKS/DUSP1/IER2/DUSP5/VEGFA/PPP1R15A/CCNL1/NFE2L2/BHLHE40/TRIP10/ZFP36/JUN/NAMPT/JUNB/KLF6/LDLR/BTG3/CEBPD/LITAF/CD44/IL18/LAMB3/IL1B/PANX1/ATP2B1/TNIP1/PHLDA2/TIPARP/IRF1/B4GALT5/B4GALT1/CEBPB/SOD2/IFNGR2/CDKN1A/FJX1/IL23A/FOSB/ZC3H12A/HBEGF/ATF3/SMAD3/NFKB2/RHOB/PTGER4/IFIT2/PLAUR/IER5/TSC22D1/JAG1/FOSL2/BTG1/G0S2/ETS2/MAP2K3/SNN/SERPINE1/BIRC2/SOCS3/KYNU/F2RL1/RELA/KLF9/TNFAIP3/RIPK2/TGIF1/PTPRE/NINJ1/ICAM1/NFKB1/TNFAIP2/IL6ST/DDX58/IL15RA/TNIP2/IRS2/AREG/SGK1/GEM/MAFF/EHD1/SERPINB2/INHBA/DUSP4/PDLIM5/TNFAIP8/TANK/NFIL3/FUT4/EDN1/IFIH1/RNF19B/SPHK1
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,KKU-213,75,0.307456154,1.104899608,0.250749251,0.379923107,0.207957911,7274,tags=69%, list=57%, signal=30%,TMEM140/CNP/PSMA3/B2M/PSME1/OGFR/ADAR/IFITM3/PSME2/NMI/PARP9/LY6E/EIF2AK2/LGALS3BP/TRIM14/PNPT1/IRF1/LAP3/ELF1/PLSCR1/CD47/MOV10/NCOA7/IL4R/TRIM25/IFI30/SAMD9/IFIT2/WARS/UBE2L6/IFI44/ISG15/HERC6/SLC25A28/CASP1/RIPK2/STAT2/CD74/IFIT3/NUB1/TRIM5/HLA-C/PARP14/TRAFD1/CASP8/TRIM21/IFITM2/CMTR1/IL7/IFI35/IFIH1/IRF2
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,KKU-213,28,0.345650689,1.102174714,0.328629032,0.483277989,0.26453111,6456,tags=68%, list=51%, signal=33%,MYC/CTNNB1/HDAC2/DKK1/ADAM17/CUL1/TP53/JAG1/JAG2/HDAC5/NCSTN/RBPJ/NCOR2/CSNK1E/PTCH1/KAT2A/NUMB/MAML1/SKP2
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,KKU-213,50,0.309371578,1.064705452,0.372,0.531428571,0.290887218,4239,tags=44%, list=33%, signal=29%,LTBR/CD9/IL17RB/PTPN1/PTPN11/JUN/TNFRSF12A/CD44/HAX1/STAT1/IL1B/PIM1/IRF1/TNFRSF1A/GRB2/TNFRSF21/IFNGR2/IFNGR1/IL13RA1/IL4R/PTPN2/STAT3
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,KKU-213,137,0.278039899,1.038164718,0.3996004,0.555000555,0.303789777,5685,tags=49%, list=45%, signal=27%,PFN1/F3/ANXA5/HSPA5/CP/S100A13/CALM1/RAF1/PPP4C/LGALS3/DUSP5/MMP14/CTSB/TIMP1/CALM3/GNAI2/ADAM9/CD46/LIPA/LTA4H/GNAI3/USP16/DUSP6/CSRP1/RCE1/CTSD/PIM1/GNB2/IRF1/CEBPB/LAP3/PDP1/PLSCR1/USP14/GRB2/GMFB/TIMP2/PREP/GP1BA/CTSL/CD59/PLAUR/STX4/PPP2CB/LAMP2/PRDM4/CTSH/CASP4/RHOG/SH2B3/KIF2A/ERAP2/PIK3CA/PCSK9/ME1/XPNPEP1/USP8/CLU/SERPINE1/PRCP/PLAT/CFH/KYNU/CASP1/LGMN/TNFAIP3/PDGFB
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,KKU-213,15,0.367134157,1.039756846,0.417364017,0.564005428,0.308718761,7589,tags=87%, list=60%, signal=35%,SRP14/SPCS1/SRP9/HNF1A/SEC11A/PKLR/PAX6/SRPRB/AKT3/ELP4/VDR/FOXO1/STXBP1
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,KKU-213,27,0.324848277,1.030421708,0.451059536,0.593499389,0.324862824,6531,tags=67%, list=51%, signal=33%,APP/ADIPOR2/ADAM10/GHRL/DCBLD2/B4GALT1/SLC34A3/PLAUR/ATP8B1/EPHB4/HSPB1/SULF2/PCSK9/FLOT2/CD160/NCOA6/BRCA1/AFAP1L2
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,KKU-213,105,0.275244966,1.007494758,0.490509491,0.628858321,0.344217186,5930,tags=54%, list=47%, signal=29%,ADRM1/F3/MYC/RAF1/IL1A/EREG/NFKBIA/BEST1/HIF1A/ABI1/SLC31A2/MMP14/ATP2A2/SEMA4D/TIMP1/NMI/LY6E/ATP2C1/NAMPT/EIF2AK2/KLF6/LDLR/AXL/GNAI3/IL18/IL1B/STAB1/ATP2B1/DCBLD2/MET/IRF1/ADM/IFNGR2/CDKN1A/TPBG/HBEGF/GP1BA/SLC7A1/IL4R/PTGER4/PLAUR/LPAR1/RHOG/SRI/CD82/GNA15/SGMS2/SERPINE1/RELA/ACVR2A/SLC31A1/CCR7/RIPK2/PTPRE/ICAM1/NFKB1/ADORA2B
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,KKU-213,144,0.26287585,0.98496935,0.54045954,0.675574426,0.369788107,6106,tags=55%, list=48%, signal=29%,PSMA3/MT2A/B2M/VAMP8/PSME1/KLRK1/NFKBIA/OGFR/HIF1A/MTHFD2/MARCH1/PTPN1/ADAR/IFITM3/PSME2/NMI/LY6E/UPP1/NAMPT/EIF2AK2/PSMA2/PFKP/FCGR1A/STAT1/LGALS3BP/PTPN6/PIM1/IL18BP/TRIM14/PNPT1/IRF1/MVP/LAP3/PLSCR1/SOD2/CDKN1A/PSMB10/NCOA3/IL4R/PTPN2/STAT3/TRIM25/IFI30/IFIT2/WARS/NUP93/ISOC1/CASP4/UBE2L6/SRI/VAMP5/OAS3/BTG1/IFI44/ISG15/SAMHD1/RIPK1/SPPL2A/TOR1B/SOCS3/HERC6/CFH/RBCK1/SLC25A28/CASP1/TNFAIP3/RIPK2/STAT2/CD74/ICAM1/NFKB1/TNFAIP2/PNP/IFIT1/ZNFX1/PSMB2/DDX58/IFIT3/IL15RA
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,KKU-213,158,0.256939031,0.970385427,0.578421578,0.705392169,0.386109398,7852,tags=72%, list=62%, signal=28%,EIF2AK1/HTRA2/RNF123/HDGF/RAD23A/CTNS/H1F0/KHNYN/BSG/CAST/GMPS/TFRC/ERMAP/RHCE/TOP1/NCOA4/SLC2A1/SPTB/CTSB/SDCBP/RBM5/ARL2BP/GCLM/NNT/PICALM/NARF/GLRX5/TCEA1/PRDX2/RIOK3/CIR1/HEBP1/GCLC/HTATIP2/BMP2K/MARK3/RNF19A/CDC27/SLC22A4/CPOX/ADIPOR1/SLC6A8/LRP10/BLVRB/VEZF1/MKRN1/SLC25A38/NUDT4/UROS/TMEM9B/EPB41/NFE2L1/LAMP2/ISCA1/HAGH/KLF3/DCAF11/CCND3/UBAC1/SLC6A9/OPTN/OSBP2/HMBS/ADD1/MAP2K3/YPEL5/FBXO7/ARHGEF12/AQP3/BNIP3L/CAT/TSPO2/TSPAN5/DCUN1D1/SLC30A1/PGLS/GDE1/PSMD9/DAAM1/XPO7/NEK7/ATP6V0A1/SLC25A37/USP15/MBOAT2/KAT2B/MOSPD1/RHD/ASNS/MINPP1/ALDH6A1/FOXO3/ATG4A/SLC7A11/BPGM/ENDOD1/BCAM/FBXO34/FOXJ2/P4HA2/NR3C1/EPOR/BACH1/CLCN3/RBM38/FBXO9/FN3K/ALAS2/ELL2/MGST3/CDR2/ALAD/DCAF10/GAPVD1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,KKU-213,122,0.254856491,0.944689095,0.658341658,0.783740069,0.428994564,5333,tags=40%, list=42%, signal=24%,EIF4A2/SCD/MYH9/ITGB1/APP/IGFBP7/PGAM2/SPTAN1/ITGB4/MYH11/PRNP/CNN3/BHLHE40/FDPS/GPX3/FST/PFKM/FABP3/NQO1/SYNGR2/TPM3/FLII/TPD52L1/TNNT1/MYL6B/AGRN/GSN/ATP2A1/TNNI1/WWTR1/SCHIP1/FGF2/CDKN1A/ATP6AP1/RB1/SLC6A8/HBEGF/SVIL/MYLK/MYO1C/TEAD4/GABARAPL2/ITGB5/ABLIM1/HDAC5/BAG1/CLU/MEF2A/PLXNB2
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,KKU-213,160,0.244638176,0.924809441,0.704295704,0.804924242,0.440590112,6006,tags=49%, list=47%, signal=26%,KRT8/KRT18/KRT19/SFN/SLC7A5/MYC/CCND1/IL17RB/ESRP2/FKBP4/HES1/ANXA9/LAD1/FOS/SLC16A1/MYOF/KLF4/SLC2A1/PMAIP1/ELOVL5/FLNB/FDFT1/UGCG/BHLHE40/PTGES/PRSS23/PPIF/SLC9A3R1/CD44/IGFBP4/LRIG1/TPD52L1/CLDN7/FARP1/GLA/XBP1/DHCR7/TIPARP/SH3BP5/B4GALT1/NBL1/SCNN1A/FASN/ELF1/TOB1/SIAH2/RHOBTB3/TPBG/TSKU/BLVRB/RHOD/SVIL/MYBBP1A/CANT1/DHRS3/ADD3/FHL2/DYNLT3/AMFR/ISG20L2/INPP5F/ABLIM1/SLC39A6/TGM2/BAG1/MED13L/AQP3/NCOR2/CALB2/TFAP2C/AKAP1/NRIP1/KRT15/ZNF185/FOXC1/SEC14L2/IL6ST/ELF3
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,KKU-213,23,0.281872794,0.866996569,0.708333333,0.804924242,0.440590112,5125,tags=43%, list=40%, signal=26%,APP/VEGFA/TIMP1/TNFRSF21/PTK2/NRP1/JAG1/ITGAV/JAG2/THBD
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,KKU-213,121,0.235451698,0.872355977,0.822177822,0.913530914,0.500037974,7377,tags=60%, list=58%, signal=26%,ANXA2/CYR61/F3/CAV1/MYC/PIK3CD/DUSP1/BHLHE40/ATP2C1/IRS1/RND3/LDLR/SPOP/CITED2/DLG1/ATP2B1/TJP1/PHF3/SNAI2/MET/ANXA4/CDKN1B/SCHIP1/PTEN/DDAH1/NR1D2/SMAD3/SLC7A1/ADD3/PIAS3/RBPMS/FHL2/LPAR1/INSIG1/NRP1/AGGF1/ID1/LAMC1/SRI/TGFBR2/MAPK14/PIK3R3/NOTCH2/INPP4B/SERPINE1/BMPR1A/SCAF8/ATRX/CDK13/ACVR2A/ZMIZ1/AKT3/NEK7/NFKB1/ADORA2B/RXRA/VLDLR/RUNX1/MGLL/VAV2/NIPBL/PPARG/CDC42BPA/SYNJ2/PDLIM5/SIPA1L1/PEX14/SFMBT1/MTA1/MRPS31/MAP2K5/NR3C1/DYRK1A
