Cell,Drug,norm.GR50,Class.KDE,SubMedianGR50,Class.MD,CCA.Subgroup,Organ.Subgroup
KKU-055,Celastrol,-1.36751470052592,Sensitive,-0.319963221,Sensitive,Subgroup 2,liver-like
KKU-100,Celastrol,1.1564964683898,Resistant,0.157637419,Resistant,Subgroup 2,liver-like
KKU-156,Celastrol,0.603444681324446,Resistant,0.052987372,Resistant,Subgroup 1,pancreas-like
KKU-213,Celastrol,0.396602026531889,Resistant,0.013848011,Resistant,Subgroup 1,pancreas-like
KKU-214,Celastrol,-0.186491451412558,Sensitive,-0.096486611,Sensitive,Subgroup 1,pancreas-like
RBE,Celastrol,-1.34253804747534,Sensitive,-0.315237067,Sensitive,Subgroup 1,liver-like
SSP-25,Celastrol,0.876652860162045,Resistant,0.104684608,Resistant,Subgroup 2,liver-like
TFK-1,Celastrol,1.69090116496333,Resistant,0.25875901,Resistant,Subgroup 2,pancreas-like
YSCCC,Celastrol,0.323418426042435,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Cisplatin,-0.63172870679323,Sensitive,-0.216097271,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Cisplatin,0.812191788674147,Resistant,0.3280161,Resistant,Subgroup 2,pancreas-like
HuH-28,Cisplatin,-1.10771795062882,Sensitive,-0.395464565,Sensitive,Subgroup 2,liver-like
KKK-D068,Cisplatin,1.09346926943737,Resistant,0.434010051,Resistant,Subgroup 2,liver-like
KKK-D131,Cisplatin,1.12795603439057,Resistant,0.447005718,Resistant,Subgroup 2,pancreas-like
KKK-D138,Cisplatin,-1.46550362883988,Sensitive,-0.530289143,Sensitive,Subgroup 1,liver-like
KKU-055,Cisplatin,-0.534380349859057,Sensitive,-0.179413435,Sensitive,Subgroup 2,liver-like
KKU-100,Cisplatin,-1.82669219453187,Sensitive,-0.666396033,Sensitive,Subgroup 2,liver-like
KKU-156,Cisplatin,0.898155373674054,Resistant,0.360409806,Resistant,Subgroup 1,pancreas-like
KKU-213,Cisplatin,1.0196802675772,Resistant,0.4062041,Resistant,Subgroup 1,pancreas-like
KKU-214,Cisplatin,1.19238135835158,Resistant,0.471283149,Resistant,Subgroup 1,pancreas-like
RBE,Cisplatin,-0.0582686610714935,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Cisplatin,-0.39208129430134,Sensitive,-0.125790802,Sensitive,Subgroup 2,liver-like
TFK-1,Cisplatin,0.0824651180454634,Resistant,0.053032789,Resistant,Subgroup 2,pancreas-like
YSCCC,Cisplatin,-0.209926424124708,Sensitive,-0.05714928,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Crizotinib,0.47541438237142,Resistant,0.012534718,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Crizotinib,0.178421309410558,Sensitive,-0.052878262,Sensitive,Subgroup 2,pancreas-like
HuH-28,Crizotinib,-0.288959310946059,Sensitive,-0.155819246,Sensitive,Subgroup 2,liver-like
KKK-D068,Crizotinib,-1.60203977665911,Sensitive,-0.445026349,Sensitive,Subgroup 2,liver-like
KKK-D131,Crizotinib,0.883257428406602,Resistant,0.1023625,Resistant,Subgroup 2,pancreas-like
KKK-D138,Crizotinib,-0.118899308240511,Sensitive,-0.118363384,Sensitive,Subgroup 1,liver-like
KKU-055,Crizotinib,-2.68210769117919,Sensitive,-0.682912237,Sensitive,Subgroup 2,liver-like
KKU-100,Crizotinib,0.427195683217373,Resistant,0.001914508,Resistant,Subgroup 2,liver-like
KKU-156,Crizotinib,0.41850328586553,Resistant,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Crizotinib,-0.38863822212313,Sensitive,-0.177773612,Sensitive,Subgroup 1,pancreas-like
KKU-214,Crizotinib,-0.252182024505406,Sensitive,-0.147719017,Sensitive,Subgroup 1,pancreas-like
RBE,Crizotinib,0.698843929023999,Resistant,0.061745268,Resistant,Subgroup 1,liver-like
SSP-25,Crizotinib,0.496871910304605,Resistant,0.017260757,Resistant,Subgroup 2,liver-like
TFK-1,Crizotinib,0.518148049616482,Resistant,0.021946845,Resistant,Subgroup 2,pancreas-like
YSCCC,Crizotinib,1.23617035543684,Resistant,0.180091876,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Dasatinib,-0.152570600386725,Sensitive,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Dasatinib,2.04355689265406,Resistant,1.248516727,Resistant,Subgroup 2,pancreas-like
HuH-28,Dasatinib,-1.07003371731404,Sensitive,-0.521585405,Sensitive,Subgroup 2,liver-like
KKK-D068,Dasatinib,1.12260617498411,Resistant,0.724948592,Resistant,Subgroup 2,liver-like
KKK-D131,Dasatinib,-0.450900514605535,Sensitive,-0.169603035,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Dasatinib,-0.676816704412534,Sensitive,-0.298038266,Sensitive,Subgroup 1,liver-like
KKU-055,Dasatinib,1.93646191962292,Resistant,1.187632345,Resistant,Subgroup 2,liver-like
KKU-100,Dasatinib,-0.144705825271374,Sensitive,0.00447119,Resistant,Subgroup 2,liver-like
KKU-156,Dasatinib,-0.243575871898564,Sensitive,-0.051737253,Sensitive,Subgroup 1,pancreas-like
KKU-213,Dasatinib,-0.674759615744036,Sensitive,-0.296868794,Sensitive,Subgroup 1,pancreas-like
KKU-214,Dasatinib,-0.22264451906591,Sensitive,-0.039837605,Sensitive,Subgroup 1,pancreas-like
RBE,Dasatinib,-1.53310826859195,Sensitive,-0.784847135,Sensitive,Subgroup 1,liver-like
SSP-25,Dasatinib,0.021181887429586,Resistant,0.098779733,Resistant,Subgroup 2,liver-like
TFK-1,Dasatinib,-0.130752898151272,Sensitive,0.012403545,Resistant,Subgroup 2,pancreas-like
YSCCC,Dasatinib,0.176061660751264,Resistant,0.186830171,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 2,pancreas-like
HuH-28,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 2,liver-like
KKK-D068,Decitabine,-0.135672699047155,Sensitive,-0.278858086,Sensitive,Subgroup 2,liver-like
KKK-D131,Decitabine,0.0468344773279854,Sensitive,-0.216763279,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Decitabine,0.683938542924112,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Decitabine,-0.293734207165985,Sensitive,-0.332635691,Sensitive,Subgroup 2,liver-like
KKU-100,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 2,liver-like
KKU-156,Decitabine,-2.37780531254446,Sensitive,-1.041703661,Sensitive,Subgroup 1,pancreas-like
KKU-213,Decitabine,-1.33493756334129,Sensitive,-0.686886536,Sensitive,Subgroup 1,pancreas-like
KKU-214,Decitabine,-0.372859880241855,Sensitive,-0.359556788,Sensitive,Subgroup 1,pancreas-like
RBE,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 1,liver-like
SSP-25,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 2,liver-like
TFK-1,Decitabine,-1.41183635684535,Sensitive,-0.713049977,Sensitive,Subgroup 2,pancreas-like
YSCCC,Decitabine,0.742296142704856,Resistant,0.019855131,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Dovitinib,0.462838256183316,Resistant,0.056297757,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Dovitinib,0.492125613186725,Resistant,0.064580981,Resistant,Subgroup 2,pancreas-like
HuH-28,Dovitinib,-1.67469568091592,Sensitive,-0.548252268,Sensitive,Subgroup 2,liver-like
KKK-D068,Dovitinib,0.263783817024099,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Dovitinib,-0.850199438701856,Sensitive,-0.315063351,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Dovitinib,-0.843947285668716,Sensitive,-0.31329508,Sensitive,Subgroup 1,liver-like
KKU-055,Dovitinib,-1.71808859037415,Sensitive,-0.560524908,Sensitive,Subgroup 2,liver-like
KKU-100,Dovitinib,0.958827427652186,Resistant,0.196576356,Resistant,Subgroup 2,liver-like
KKU-156,Dovitinib,1.53465486907812,Resistant,0.359435288,Resistant,Subgroup 1,pancreas-like
KKU-213,Dovitinib,0.874112758996604,Resistant,0.172616851,Resistant,Subgroup 1,pancreas-like
KKU-214,Dovitinib,-1.03413723706873,Sensitive,-0.36708573,Sensitive,Subgroup 1,pancreas-like
RBE,Dovitinib,0.596647496787714,Resistant,0.09414248,Resistant,Subgroup 1,liver-like
SSP-25,Dovitinib,0.858858842955437,Resistant,0.168302648,Resistant,Subgroup 2,liver-like
TFK-1,Dovitinib,-0.157491876252034,Sensitive,-0.11914769,Sensitive,Subgroup 2,pancreas-like
YSCCC,Dovitinib,0.236711027117202,Resistant,-0.007656887,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Doxorubicin,-1.41054729923532,Sensitive,-0.65690562,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Doxorubicin,0.806519476877523,Resistant,0.120033166,Resistant,Subgroup 2,pancreas-like
HuH-28,Doxorubicin,-1.46474212792655,Sensitive,-0.675897409,Sensitive,Subgroup 2,liver-like
KKK-D068,Doxorubicin,-0.990275125297054,Sensitive,-0.509627353,Sensitive,Subgroup 2,liver-like
KKK-D131,Doxorubicin,-0.404503186566318,Sensitive,-0.304352102,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Doxorubicin,1.14512157642296,Resistant,0.238691344,Resistant,Subgroup 1,liver-like
KKU-055,Doxorubicin,-1.46474212792655,Sensitive,-0.675897409,Sensitive,Subgroup 2,liver-like
KKU-100,Doxorubicin,-0.709784547268918,Sensitive,-0.411333512,Sensitive,Subgroup 2,liver-like
KKU-156,Doxorubicin,0.58285297640439,Resistant,0.041652496,Resistant,Subgroup 1,pancreas-like
KKU-213,Doxorubicin,-0.130343917260055,Sensitive,-0.208276976,Sensitive,Subgroup 1,pancreas-like
KKU-214,Doxorubicin,0.463993721740055,Resistant,0,Resistant,Subgroup 1,pancreas-like
RBE,Doxorubicin,0.536823999732792,Resistant,0.025522311,Resistant,Subgroup 1,liver-like
SSP-25,Doxorubicin,0.852357414084835,Resistant,0.136096404,Resistant,Subgroup 2,liver-like
TFK-1,Doxorubicin,0.837885884312126,Resistant,0.131025067,Resistant,Subgroup 2,pancreas-like
YSCCC,Doxorubicin,1.34938328190609,Resistant,0.310271886,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Epirubicin,0.866741186219362,Resistant,0.208905768,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Epirubicin,-0.380824344094122,Sensitive,-0.088462242,Sensitive,Subgroup 2,pancreas-like
HuH-28,Epirubicin,-2.98905616829776,Sensitive,-0.710156805,Sensitive,Subgroup 2,liver-like
KKK-D068,Epirubicin,0.384667886638847,Resistant,0.093999437,Resistant,Subgroup 2,liver-like
KKK-D131,Epirubicin,0.518446269526465,Resistant,0.125886669,Resistant,Subgroup 2,pancreas-like
KKK-D138,Epirubicin,0.850286610991895,Resistant,0.204983678,Resistant,Subgroup 1,liver-like
KKU-055,Epirubicin,-0.192978097048327,Sensitive,-0.043687468,Sensitive,Subgroup 2,liver-like
KKU-100,Epirubicin,-0.0463087355264516,Sensitive,-0.00872756,Sensitive,Subgroup 2,liver-like
KKU-156,Epirubicin,-0.00969348891756878,Sensitive,0,Resistant,Subgroup 1,pancreas-like
KKU-213,Epirubicin,-0.83189225899054,Sensitive,-0.195978172,Sensitive,Subgroup 1,pancreas-like
KKU-214,Epirubicin,-0.434759546808204,Sensitive,-0.101318163,Sensitive,Subgroup 1,pancreas-like
RBE,Epirubicin,0.424568250307209,Resistant,0.103510033,Resistant,Subgroup 1,liver-like
SSP-25,Epirubicin,-0.0885343349171132,Sensitive,-0.018792396,Sensitive,Subgroup 2,liver-like
TFK-1,Epirubicin,0.791858950831202,Resistant,0.191056941,Resistant,Subgroup 2,pancreas-like
YSCCC,Epirubicin,1.1374778200851,Resistant,0.273438181,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Erlotinib,-3.29514936147856,Sensitive,-1.557111447,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,Erlotinib,0.335494577664143,Resistant,-0.022516503,Sensitive,Subgroup 1,pancreas-like
KKU-213,Erlotinib,0.234035529437086,Resistant,-0.065401056,Sensitive,Subgroup 1,pancreas-like
KKU-214,Erlotinib,0.0467198632402568,Resistant,-0.144575351,Sensitive,Subgroup 1,pancreas-like
RBE,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Erlotinib,0.38876557628646,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Erlotinib,-1.20875637172753,Sensitive,-0.675238097,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Etoposide,0.404312905992724,Resistant,0.078084373,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Etoposide,0.168646250945014,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Etoposide,-2.08320117712195,Sensitive,-0.746113592,Sensitive,Subgroup 2,liver-like
KKK-D068,Etoposide,0.297322080639681,Resistant,0.042634676,Resistant,Subgroup 2,liver-like
KKK-D131,Etoposide,0.747816073853599,Resistant,0.191898648,Resistant,Subgroup 2,pancreas-like
KKK-D138,Etoposide,1.82167145337048,Resistant,0.547703435,Resistant,Subgroup 1,liver-like
KKU-055,Etoposide,-0.546480501927851,Sensitive,-0.2369458,Sensitive,Subgroup 2,liver-like
KKU-100,Etoposide,-1.38292968859429,Sensitive,-0.514089846,Sensitive,Subgroup 2,liver-like
KKU-156,Etoposide,0.552442299779853,Resistant,0.127164676,Resistant,Subgroup 1,pancreas-like
KKU-213,Etoposide,-1.02979369071441,Sensitive,-0.397083887,Sensitive,Subgroup 1,pancreas-like
KKU-214,Etoposide,-0.276642734467552,Sensitive,-0.147539376,Sensitive,Subgroup 1,pancreas-like
RBE,Etoposide,-0.447799895530839,Sensitive,-0.204249561,Sensitive,Subgroup 1,liver-like
SSP-25,Etoposide,0.793435984520075,Resistant,0.207014075,Resistant,Subgroup 2,liver-like
TFK-1,Etoposide,-0.0277958741318249,Sensitive,-0.065087953,Sensitive,Subgroup 2,pancreas-like
YSCCC,Etoposide,1.00899651338729,Resistant,0.278436605,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Fedratinib,1.0040511229404,Resistant,0.303241156,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Fedratinib,-0.345184617769837,Sensitive,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Fedratinib,-1.46606496643777,Sensitive,-0.25191821,Sensitive,Subgroup 2,liver-like
KKK-D068,Fedratinib,-0.759764755434032,Sensitive,-0.093177016,Sensitive,Subgroup 2,liver-like
KKK-D131,Fedratinib,-0.0191344788901533,Resistant,0.073279871,Resistant,Subgroup 2,pancreas-like
KKK-D138,Fedratinib,-0.658433497543607,Sensitive,-0.070402784,Sensitive,Subgroup 1,liver-like
KKU-055,Fedratinib,-1.12638843056055,Sensitive,-0.175575802,Sensitive,Subgroup 2,liver-like
KKU-100,Fedratinib,0.862123645853712,Resistant,0.271342911,Resistant,Subgroup 2,liver-like
KKU-156,Fedratinib,-0.825866340586188,Sensitive,-0.108033368,Sensitive,Subgroup 1,pancreas-like
KKU-213,Fedratinib,-0.608408503966684,Sensitive,-0.059159651,Sensitive,Subgroup 1,pancreas-like
KKU-214,Fedratinib,-0.55913072180506,Sensitive,-0.048084454,Sensitive,Subgroup 1,pancreas-like
RBE,Fedratinib,0.330813784584867,Resistant,0.151930853,Resistant,Subgroup 1,liver-like
SSP-25,Fedratinib,1.15984041827555,Resistant,0.338254849,Resistant,Subgroup 2,liver-like
TFK-1,Fedratinib,1.08983404658275,Resistant,0.322520895,Resistant,Subgroup 2,pancreas-like
YSCCC,Fedratinib,1.9217132947566,Resistant,0.509486017,Resistant,Subgroup 2,pancreas-like
HuCCA-1,FiveFU,1.13614979448538,Resistant,0.603670821,Resistant,Subgroup 1,pancreas-like
HuCCT-1,FiveFU,-1.56439778927528,Sensitive,-0.788033158,Sensitive,Subgroup 2,pancreas-like
HuH-28,FiveFU,0.764727634113105,Resistant,0.412261604,Resistant,Subgroup 2,liver-like
KKK-D068,FiveFU,-0.506234118580179,Sensitive,-0.242717608,Sensitive,Subgroup 2,liver-like
KKK-D131,FiveFU,-0.879016243427978,Sensitive,-0.434827671,Sensitive,Subgroup 2,pancreas-like
KKK-D138,FiveFU,-0.106673885207897,Sensitive,-0.036807677,Sensitive,Subgroup 1,liver-like
KKU-055,FiveFU,1.13614979448538,Resistant,0.603670821,Resistant,Subgroup 2,liver-like
KKU-100,FiveFU,1.13614979448538,Resistant,0.603670821,Resistant,Subgroup 2,liver-like
KKU-156,FiveFU,-0.0352500158462414,Sensitive,0,Resistant,Subgroup 1,pancreas-like
KKU-213,FiveFU,-0.153404822968649,Sensitive,-0.060890064,Sensitive,Subgroup 1,pancreas-like
KKU-214,FiveFU,0.869777963371216,Resistant,0.466398388,Resistant,Subgroup 1,pancreas-like
RBE,FiveFU,0.243145952997635,Resistant,0.143468969,Resistant,Subgroup 1,liver-like
SSP-25,FiveFU,0.477178915309208,Resistant,0.264075844,Resistant,Subgroup 2,liver-like
TFK-1,FiveFU,-2.21203824948439,Sensitive,-1.121789101,Sensitive,Subgroup 2,pancreas-like
YSCCC,FiveFU,-0.306264724456692,Sensitive,-0.1396651,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Fludarabine,0.320053464539337,Resistant,0.012248194,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Fludarabine,-1.0780186390987,Sensitive,-0.40109852,Sensitive,Subgroup 2,pancreas-like
HuH-28,Fludarabine,0.7967306226203,Resistant,0.153180079,Resistant,Subgroup 2,liver-like
KKK-D068,Fludarabine,-1.52631708901065,Sensitive,-0.533640104,Sensitive,Subgroup 2,liver-like
KKK-D131,Fludarabine,-1.52094995120514,Sensitive,-0.532053284,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Fludarabine,0.278626116089806,Resistant,0,Resistant,Subgroup 1,liver-like
KKU-055,Fludarabine,1.02915542464783,Resistant,0.221897585,Resistant,Subgroup 2,liver-like
KKU-100,Fludarabine,1.02915542464783,Resistant,0.221897585,Resistant,Subgroup 2,liver-like
KKU-156,Fludarabine,-1.38747930789284,Sensitive,-0.492592049,Sensitive,Subgroup 1,pancreas-like
KKU-213,Fludarabine,-0.0831014617156803,Sensitive,-0.106946491,Sensitive,Subgroup 1,pancreas-like
KKU-214,Fludarabine,-0.678747184512021,Sensitive,-0.283052002,Sensitive,Subgroup 1,pancreas-like
RBE,Fludarabine,0.860866387203882,Resistant,0.172142125,Resistant,Subgroup 1,liver-like
SSP-25,Fludarabine,-0.0982846556096022,Sensitive,-0.111435475,Sensitive,Subgroup 2,liver-like
TFK-1,Fludarabine,1.02915542464783,Resistant,0.221897585,Resistant,Subgroup 2,pancreas-like
YSCCC,Fludarabine,1.02915542464783,Resistant,0.221897585,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Gefitinib,-2.57322401879993,Sensitive,-1.732770488,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuH-28,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D068,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,liver-like
KKK-D131,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,pancreas-like
KKK-D138,Gefitinib,0.359409330750198,Resistant,-0.117321042,Sensitive,Subgroup 1,liver-like
KKU-055,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-100,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,liver-like
KKU-156,Gefitinib,-0.216979364609212,Sensitive,-0.434826399,Sensitive,Subgroup 1,pancreas-like
KKU-213,Gefitinib,0.122604390187858,Resistant,-0.247765719,Sensitive,Subgroup 1,pancreas-like
KKU-214,Gefitinib,-0.906022204747791,Sensitive,-0.814387613,Sensitive,Subgroup 1,pancreas-like
RBE,Gefitinib,0.503678944016596,Resistant,-0.037849714,Sensitive,Subgroup 1,liver-like
SSP-25,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,liver-like
TFK-1,Gefitinib,0.572390059565386,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Gefitinib,-1.8685875533208,Sensitive,-1.344619481,Sensitive,Subgroup 2,pancreas-like
HuCCA-1,Gemcitabine,3.35741498511551,Resistant,2.808833103,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Gemcitabine,-0.471499266020249,Sensitive,-0.164640497,Sensitive,Subgroup 2,pancreas-like
HuH-28,Gemcitabine,-0.518920222821316,Sensitive,-0.201466854,Sensitive,Subgroup 2,liver-like
KKK-D068,Gemcitabine,-0.518920222821316,Sensitive,-0.201466854,Sensitive,Subgroup 2,liver-like
KKK-D131,Gemcitabine,0.0314303510591431,Resistant,0.225926604,Resistant,Subgroup 2,pancreas-like
KKK-D138,Gemcitabine,-0.518920222821316,Sensitive,-0.201466854,Sensitive,Subgroup 1,liver-like
KKU-055,Gemcitabine,-0.200687044681556,Resistant,0.045667945,Resistant,Subgroup 2,liver-like
KKU-100,Gemcitabine,-0.518920222821316,Sensitive,-0.201466854,Sensitive,Subgroup 2,liver-like
KKU-156,Gemcitabine,-0.0103764057080988,Resistant,0.193460145,Resistant,Subgroup 1,pancreas-like
KKU-213,Gemcitabine,-0.110804177272123,Resistant,0.115469543,Resistant,Subgroup 1,pancreas-like
KKU-214,Gemcitabine,-0.192051884962171,Resistant,0.052373872,Resistant,Subgroup 1,pancreas-like
RBE,Gemcitabine,-0.518920222821316,Sensitive,-0.201466854,Sensitive,Subgroup 1,liver-like
SSP-25,Gemcitabine,-0.445353174131813,Sensitive,-0.14433586,Sensitive,Subgroup 2,liver-like
TFK-1,Gemcitabine,-0.259493231973949,Resistant,0,Resistant,Subgroup 2,pancreas-like
YSCCC,Gemcitabine,0.896020962681881,Resistant,0.897353852,Resistant,Subgroup 2,pancreas-like
HuCCA-1,I-BET,0.0394210195631264,Resistant,0,Resistant,Subgroup 1,pancreas-like
HuCCT-1,I-BET,-1.95469218645504,Sensitive,-0.685578316,Sensitive,Subgroup 2,pancreas-like
HuH-28,I-BET,-0.75332524014037,Sensitive,-0.272547037,Sensitive,Subgroup 2,liver-like
KKK-D068,I-BET,0.316322805764689,Resistant,0.095199139,Resistant,Subgroup 2,liver-like
KKK-D131,I-BET,-0.509171467145014,Sensitive,-0.188606701,Sensitive,Subgroup 2,pancreas-like
KKK-D138,I-BET,0.71674361753322,Resistant,0.232864255,Resistant,Subgroup 1,liver-like
KKU-055,I-BET,2.23926013154333,Resistant,0.756307109,Resistant,Subgroup 2,liver-like
KKU-100,I-BET,0.950757996010705,Resistant,0.313318656,Resistant,Subgroup 2,liver-like
KKU-156,I-BET,-0.797884512783194,Sensitive,-0.287866564,Sensitive,Subgroup 1,pancreas-like
KKU-213,I-BET,-0.867979355181999,Sensitive,-0.311965248,Sensitive,Subgroup 1,pancreas-like
KKU-214,I-BET,-0.830217818184414,Sensitive,-0.29898279,Sensitive,Subgroup 1,pancreas-like
RBE,I-BET,0.00300429210362883,Resistant,-0.012520111,Sensitive,Subgroup 1,liver-like
SSP-25,I-BET,0.323138772881494,Resistant,0.097542476,Resistant,Subgroup 2,liver-like
TFK-1,I-BET,0.599575371509556,Resistant,0.192581683,Resistant,Subgroup 2,pancreas-like
YSCCC,I-BET,0.525046572980287,Resistant,0.1669586,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 1,pancreas-like
HuCCT-1,Imatinib,0.244779350200815,Sensitive,-0.014818286,Sensitive,Subgroup 2,pancreas-like
HuH-28,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,liver-like
KKK-D068,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,liver-like
KKK-D131,Imatinib,-0.595025756704439,Sensitive,-0.07266087,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Imatinib,0.343881348561669,Sensitive,-0.007992517,Sensitive,Subgroup 1,liver-like
KKU-055,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,liver-like
KKU-100,Imatinib,-0.627513161925775,Sensitive,-0.074898479,Sensitive,Subgroup 2,liver-like
KKU-156,Imatinib,-0.463181722347716,Sensitive,-0.063579954,Sensitive,Subgroup 1,pancreas-like
KKU-213,Imatinib,-2.95567367888013,Sensitive,-0.235253327,Sensitive,Subgroup 1,pancreas-like
KKU-214,Imatinib,-0.969028448847081,Sensitive,-0.098420754,Sensitive,Subgroup 1,pancreas-like
RBE,Imatinib,0.459923131785376,Resistant,0,Resistant,Subgroup 1,liver-like
SSP-25,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,liver-like
TFK-1,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,pancreas-like
YSCCC,Imatinib,0.651691276879612,Resistant,0.013208261,Resistant,Subgroup 2,pancreas-like
HuCCA-1,Irinotecan,0.27958724737131,Resistant,-0.009625322,Sensitive,Subgroup 1,pancreas-like
HuCCT-1,Irinotecan,-0.365228377001211,Sensitive,-0.180650808,Sensitive,Subgroup 2,pancreas-like
HuH-28,Irinotecan,-1.41275909301884,Sensitive,-0.458489066,Sensitive,Subgroup 2,liver-like
KKK-D068,Irinotecan,0.815782873416282,Resistant,0.132590707,Resistant,Subgroup 2,liver-like
KKK-D131,Irinotecan,-1.25480254307996,Sensitive,-0.416593996,Sensitive,Subgroup 2,pancreas-like
KKK-D138,Irinotecan,-0.350942428940373,Sensitive,-0.176861723,Sensitive,Subgroup 1,liver-like
KKU-055,Irinotecan,-1.86626384739,Sensitive,-0.578772862,Sensitive,Subgroup 2,liver-like
KKU-100,Irinotecan,-1.18832954228951,Sensitive,-0.398963255,Sensitive,Subgroup 2,liver-like
KKU-156,Irinotecan,0.901686574816634,Resistant,0.155375084,Resistant,Subgroup 1,pancreas-like
KKU-213,Irinotecan,0.790447669184504,Resistant,0.12587101,Resistant,Subgroup 1,pancreas-like
KKU-214,Irinotecan,1.05162151299304,Resistant,0.195142569,Resistant,Subgroup 1,pancreas-like
RBE,Irinotecan,0.659051354688388,Resistant,0.091020554,Resistant,Subgroup 1,liver-like
SSP-25,Irinotecan,1.07412963714601,Resistant,0.201112435,Resistant,Subgroup 2,liver-like
TFK-1,Irinotecan,0.550141462557863,Resistant,0.062134208,Resistant,Subgroup 2,pancreas-like
YSCCC,Irinotecan,0.31587749954587,Resistant,0,Resistant,Subgroup 2,pancreas-like
HuCCA-1,JQ1,0.383530598060122,Resistant,0.128078204,Resistant,Subgroup 1,pancreas-like
