ID,Description,Cell,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,,
HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_INFLAMMATORY_RESPONSE,Birinapant_S.R,105,0.391019585,1.509349583,0.003787879,0.015782828,0.008971292,1067,tags=20%, list=9%, signal=18%,IL1A/EREG/CCR7/KCNMB2/GNA15/P2RY2/IL4R/ADM/TNFSF15/HAS2/HBEGF/ICAM1/RNF144B/ADRM1/MYC/CD82/IL1B/TIMP1/CDKN1A/KLF6/ITGB8
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Birinapant_S.R,76,-0.397885108,-1.669183875,0.004201681,0.01616031,0.009185861,1162,tags=37%, list=9%, signal=34%,HSD11B2/CCDC106/SNN/GPR3/ALOX12B/SLC16A7/KCNN1/PDE6B/SLC29A3/GAMT/MTHFR/STAG3/KCNE2/IFI44L/MAST3/GP1BA/SYNPO/HTR1D/BTG2/SKIL/TGFB2/PTPRJ/SLC6A14/NPY4R/IDUA/EDN1/AKR1B10/IGFBP2
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,Birinapant_S.R,120,-0.359104135,-1.622788235,0.005102041,0.018221574,0.010357526,2518,tags=41%, list=20%, signal=33%,COL3A1/COL1A1/NIPBL/ACVR2A/SYNJ2/DBP/PDLIM5/FZD2/RBPMS/ADD3/PIAS3/CDK13/CAP2/ERBB2/CDC42BPA/LPAR1/PMP22/NEK7/DDAH1/ATXN1/INSIG1/BDNF/VLDLR/NR3C1/ADORA2B/NRP1/PEX14/COL5A2/MTA1/MGLL/ABCC1/SYNE1/DAB2/AKT3/FYN/ANXA4/PPARG/PRKAR2B/TFPI/SERPINE1/PLCB4/LAMC1/SMAD7/ATP2B4/PRKCA/PTPRM/ICA1/MAP1B/EFEMP1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Birinapant_S.R,134,-0.332433055,-1.53828938,0.005524862,0.018416206,0.010468159,1070,tags=21%, list=9%, signal=19%,HNF4A/ENTPD5/CDA/PYCR1/TPST1/ECH1/GSTM4/EPHX1/BCAT1/CBR1/AOX1/TGFB2/SERPINE1/VTN/ABCC2/IL1R1/SMOX/PAPSS2/F10/IGFBP4/NQO1/ALDH3A1/RAP1GAP/ID2/HMOX1/AKR1C3/ABCC3/DDT
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant_S.R,142,-0.541064872,-2.52455833,0.005988024,0.018712575,0.010636621,1699,tags=45%, list=14%, signal=39%,FBN1/TGM2/SPARC/GPC1/CADM1/PMP22/BDNF/IGFBP3/BMP1/THBS2/TNFRSF12A/VCAN/PTX3/ENO2/COL5A2/TGFB1/TFPI2/COL7A1/COL16A1/IL15/QSOX1/ITGAV/FGF2/THBS1/DAB2/FSTL1/ITGA5/ADAM12/DPYSL3/GADD45B/LOXL1/HTRA1/ITGB5/CTHRC1/TNFRSF11B/COL4A1/FERMT2/SERPINE1/LAMC1/SLIT2/FSTL3/IGFBP4/ANPEP/COL4A2/LOX/WNT5A/VEGFC/TGFBI/CDH2/FN1/MATN2/COL12A1/PLOD2/ID2/SNTB1/IGFBP2/NNMT/COL5A1/TPM1/COL6A2/SPP1/PMEPA1/EDIL3/BASP1
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Birinapant_S.R,121,-0.321142925,-1.453911548,0.015789474,0.04497025,0.025562037,1460,tags=31%, list=12%, signal=27%,NAV2/PICK1/MYO1C/FOXO4/RIT1/SPARC/KIFC3/SSPN/KCNH1/IGFBP3/SPEG/ACSL1/TSC2/DMPK/CASQ1/TGFB1/PGAM2/FGF2/CNN3/PDE4DIP/DTNA/SPHK1/BIN1/ADAM12/GADD45B/ITGB5/ITGA7/PPP1R3C/FHL1/STC2/ADCY9/NQO1/CDH13/COL4A2/TNNI1/FXYD1/COL6A2
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Birinapant_S.R,111,0.362378397,1.4129659,0.01618929,0.04497025,0.025562037,1671,tags=26%, list=13%, signal=23%,LCP1/EREG/PLEK2/ANO1/ADAM8/PLAT/PLAU/KLF4/AKAP12/MAP7/HBEGF/DUSP6/ITGBL1/SOX9/SEMA3B/IL1B/ATG10/ETV1/TNFAIP3/ZNF639/PTGS2/F2RL1/ETV5/ITGA2/LAT2/GALNT3/KCNN4/JUP/PPP1R15A
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,Birinapant_S.R,137,-0.311907253,-1.43549767,0.017751479,0.046714419,0.026553459,1948,tags=28%, list=16%, signal=24%,LYN/CTSD/CD59/CTSH/CEBPB/ANXA5/LGALS3/AKAP10/HNF4A/PRSS36/CDA/CALM3/CFH/ZFPM2/CTSL/CASP9/RASGRP1/CTSO/TFPI2/CD46/SRC/CBLB/GP1BA/ADAM9/FYN/CPM/DOCK10/TIMP2/ZEB1/C1R/SERPINE1/F10/CDH13/C3/COL4A2/SPOCK2/DPP4/C1S/FN1
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Birinapant_S.R,159,0.340753599,1.387113838,0.023781213,0.059453032,0.033794355,1891,tags=26%, list=15%, signal=22%,FOS/SLC7A5/AQP3/PTGES/TFAP2C/SFN/CLDN7/P2RY2/KLF4/GJA1/HES1/FARP1/ZNF185/MYC/KRT19/SEMA3B/SCNN1A/RRP12/AREG/FOXC1/ISG20L2/RBBP8/NRIP1/SLC1A1/SLC19A2/CHPT1/SLC1A4/FKBP4/LAD1/BHLHE40/SLC16A1/BAG1/MED13L/CELSR2/THSD4/DYNLT3/CALB2/AKAP1/DHCR7/PPIF/RHOD
HALLMARK_DNA_REPAIR,HALLMARK_DNA_REPAIR,Birinapant_S.R,142,0.338957896,1.366350182,0.02994012,0.071285999,0.040520463,4369,tags=44%, list=35%, signal=29%,SURF1/ADRM1/TAF13/POLR1D/SAC3D1/SUPT5H/SNAPC4/POLR2E/POLR2J/GTF2H1/DGUOK/NUDT21/RFC3/NME3/CSTF3/POLR2F/POLD1/UPF3B/RAE1/NME1/ALYREF/RAD51/USP11/RPA2/RFC4/PNP/VPS28/POLR2G/POLB/HPRT1/POLA1/DUT/POLR2A/GTF2A2/DDB1/NELFCD/SMAD5/TYMS/SSRP1/POLD3/TAF12/GTF3C5/SF3A3/POLR2I/POLL/LIG1/NELFB/DAD1/GTF2F1/EDF1/POLR3GL/SEC61A1/RRM2B/RALA/MPG/ZNF707/RFC2/BOLA2/PCNA/RBX1/GUK1/SRSF6
HALLMARK_COAGULATION,HALLMARK_COAGULATION,Birinapant_S.R,82,-0.325727916,-1.394131706,0.034482759,0.078369906,0.044547104,2124,tags=39%, list=17%, signal=33%,TMPRSS6/RAPGEF3/GDA/PRSS23/CTSH/S100A1/FBN1/SPARC/HNF4A/BMP1/CAPN2/CFH/CASP9/CTSO/TFPI2/THBS1/GP1BA/KLF7/CAPN5/ADAM9/FYN/MMP9/HTRA1/C1R/SERPINE1/F10/CRIP2/C3/DPP4/C1S/CFI/FN1
HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,Birinapant_S.R,122,0.336679881,1.330943632,0.044280443,0.096261832,0.054717252,3912,tags=42%, list=31%, signal=29%,CDKN2B/FOS/AQP3/ATF3/FOSB/CCNE1/ICAM1/RRAD/JUNB/MAOA/BAK1/SLC6A8/BTG1/CXCL2/ALAS1/ACAA1/FKBP4/DDX21/IRF1/MGAT1/CREG1/PSMC3/RFC4/CHRNA5/SPR/PPIF/AGO2/SIGMAR1/CYB5B/BMP2/ARRB2/CLTB/AMD1/MRPL23/DNAJA1/GRPEL1/CCND3/POLG2/ALDOA/GPX3/MARK2/POLE3/NR4A1/CASP3/HNRNPU/STIP1/E2F5/WIZ/NAT1/CDC34/UROD
HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,Birinapant_S.R,142,0.324242218,1.307030814,0.053892216,0.112275449,0.063819729,2853,tags=31%, list=23%, signal=24%,MT2A/KLRK1/VAMP5/IL4R/IFIT2/ICAM1/FCGR1A/UPP1/OGFR/IFI30/TNFAIP3/FAS/OAS3/PTGS2/SLC25A28/BTG1/CDKN1A/IFITM2/PSMA2/VAMP8/PNPT1/ISG15/IRF1/RIPK1/IFI35/PNP/PSMB2/PSME1/OAS2/TRIM21/HERC6/IL7/PTPN1/ISOC1/AUTS2/ARID5B/TRIM25/IFNAR2/CASP1/PSME2/NFKB1/SOCS3/PIM1/MTHFD2
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,Birinapant_S.R,129,0.325731201,1.292887557,0.059683313,0.119366626,0.067850503,963,tags=15%, list=8%, signal=14%,IL1A/EREG/ATF3/GNA15/SAT1/PLAT/ANXA1/CAV1/EBP/IL1B/FDXR/TSPO/FAS/VDAC2/CLU/TIMP1/CDKN1A/BCL10/WEE1
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Birinapant_S.R,23,-0.429506028,-1.388420048,0.097922849,0.188313171,0.107041171,1210,tags=39%, list=10%, signal=35%,VCAN/NRP1/COL5A2/FGFR1/ITGAV/FSTL1/VTN/S100A4/SPP1
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Birinapant_S.R,156,0.304849293,1.238860942,0.102747909,0.190273906,0.108155694,1452,tags=20%, list=12%, signal=18%,MT2A/FOS/HS3ST1/ATF3/SLC2A3/CSRP2/CITED2/ZFP36/AKAP12/DDIT4/ADM/LXN/VEGFA/CAV1/CCNG2/ERRFI1/STC1/DUSP1/TNFAIP3/PDK3/BTG1/CDKN1A/KLF6/IRS2/PDGFB/PRDX5/PGK1/BHLHE40/CASP6/MYH9/GAA
HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,Birinapant_S.R,132,0.307937269,1.226569128,0.109356015,0.195278597,0.111000466,2946,tags=29%, list=23%, signal=22%,IRF6/SLC2A3/PDCD2L/IL4R/CCNE1/NT5E/HUWE1/PHLDA1/MYC/AHCY/CDCP1/SPRED2/KLF6/PRKCH/AHNAK/BHLHE40/PTCH1/ODC1/PUS1/MXD1/PNP/CAPG/BMP2/NOP2/UCK2/BCL2L1/PLEC/POU2F1/ITGA6/LRIG1/PRNP/CD83/TIAM1/PIM1/EMP1/CCND3/CD81/CKAP4
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Birinapant_S.R,135,0.306900483,1.224765077,0.120145631,0.20714764,0.117747079,1675,tags=21%, list=13%, signal=18%,COL17A1/IRS1/RAC2/LAMC2/MDK/HRAS/CLDN7/ITGB4/CDH3/LAMA3/FSCN1/ICAM1/CNN2/SYK/MSN/GRB7/DSC3/AMH/YWHAH/LIMA1/CDH1/MAPK13/ITGA2/CLDN5/MYH9/CALB2/JUP/RSU1
HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,Birinapant_S.R,22,-0.417812489,-1.320639514,0.126888218,0.211480363,0.12020989,1764,tags=36%, list=14%, signal=31%,RASA1/VLDLR/L1CAM/NRP1/AMOT/TLE1/UNC5C/NRP2
HALLMARK_SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,Birinapant_S.R,65,0.341097496,1.218841319,0.174029451,0.280692663,0.159551619,3106,tags=37%, list=25%, signal=28%,MAP7/TTK/EZH2/CHFR/MLF1/PEBP1/PSMG1/TULP2/BRAF/AURKA/RFC4/CDKN3/NCAPH/PRKAR2A/GSG1/STRBP/TOPBP1/CDK1/IFT88/SIRT1/RPL39L/CSNK2A2/HSPA4L/GAPDHS
HALLMARK_BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,Birinapant_S.R,70,-0.282488183,-1.176894131,0.204819277,0.32003012,0.181911858,2129,tags=27%, list=17%, signal=23%,DIO2/SLC23A1/SLC23A2/NEDD4/EFHC1/DIO1/ATXN1/MLYCD/ABCA5/ABCA1/PECR/ACSL1/HSD17B4/NR3C2/ABCA4/FADS2/LIPE/SLCO1A2/HSD3B7
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,Birinapant_S.R,68,0.326366642,1.175147835,0.215425532,0.326402321,0.185533951,2718,tags=28%, list=22%, signal=22%,ATF3/CD9/MAL2/FABP5/EBP/ERRFI1/SEMA3B/ANTXR2/CLU/PDK3/LDLR/DHCR7/ACTG1/CYP51A1/FDFT1/ACSS2/TMEM97/SCD/GLDC
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,Birinapant_S.R,127,0.284418876,1.129594542,0.231990232,0.341162106,0.193923723,3524,tags=34%, list=28%, signal=25%,CCDC58/GLUL/PTPRG/SMS/HSPH1/PDHA1/PCBD1/MAOA/YWHAH/HSD17B10/AADAT/RDH11/CPOX/BLVRA/ACAA1/MDH2/SDHA/APEX1/ODC1/ERP29/PTS/SUCLA2/ADSL/HCCS/ECI2/PSME1/HADH/SDHC/ELOVL5/TP53INP2/S100A10/DLD/SDHD/ALDOA/BPHL/MDH1/GAPDHS/SERINC1/CPT1A/HADHB/FH/FASN/HMGCS1
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,Birinapant_S.R,88,0.30466402,1.143018933,0.240979381,0.344256259,0.195682505,2974,tags=31%, list=24%, signal=24%,SAT1/AKAP12/MAP7/SMS/ADRM1/ACSL3/KRT19/HOMER2/RRP12/PGM3/TNFAIP8/MERTK/UBE2J1/TPD52/ZBTB10/INPP4B/SLC38A2/ELOVL5/GNAI3/ARID5B/XRCC6/SCD/CDK6/HERC3/ABCC4/CCND3/PA2G4
HALLMARK_APICAL_SURFACE,HALLMARK_APICAL_SURFACE,Birinapant_S.R,27,-0.344177563,-1.143615895,0.256880734,0.356778797,0.202800579,2032,tags=30%, list=16%, signal=25%,B4GALT1/ADAM10/LYN/CD160/SULF2/GSTM3/EFNA5/HSPB1
HALLMARK_NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,Birinapant_S.R,29,-0.329309912,-1.116133388,0.278787879,0.376740377,0.214147162,250,tags=14%, list=2%, signal=14%,FZD7/PRKCA/WNT5A/DTX1
HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,Birinapant_S.R,28,0.357635488,1.065868269,0.379104478,0.498821681,0.283540745,1632,tags=21%, list=13%, signal=19%,JAG2/CUL1/MYC/HDAC2/PTCH1/SKP2
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,Birinapant_S.R,90,0.277323847,1.041929022,0.399741268,0.501968504,0.285329465,1467,tags=16%, list=12%, signal=14%,EREG/CDKN2A/IL4R/ICAM1/IL1B/FAS/RPL9/TIMP1/BCL10/CSK/UBE2D1/NPM1/MRPL3/NME1
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,Birinapant_S.R,15,-0.3635414,-1.04247871,0.401574803,0.501968504,0.285329465,623,tags=20%, list=5%, signal=19%,AKT3/CHGA/DPP4
HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Birinapant_S.R,85,0.274722254,1.027400207,0.427272727,0.510204082,0.290010741,6221,tags=56%, list=50%, signal=29%,SFN/HRAS/DAPP1/CDKN1A/YWHAB/PTPN11/CFL1/RIPK1/MKNK2/PRKAR2A/CAB39L/CDK1/RPTOR/PIN1/RAF1/TIAM1/CAB39/AKT1/DDIT3/RPS6KA1/ARPC3/STAT2/EIF4E/MYD88/UBE2D3/ITPR2/PDK1/SLC2A1/ACACA/PPP1CA/ATF1/MAP3K7/HSP90B1/CALR/EGFR/RPS6KA3/CLTC/DUSP3/ARHGDIA/MAP2K3/PAK4/TRAF2/RAC1/PTEN/THEM4/ACTR2/PIKFYVE/CDKN1B
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,Birinapant_S.R,194,0.245726742,1.018874315,0.428571429,0.510204082,0.290010741,5498,tags=49%, list=44%, signal=28%,NET1/TTK/FSCN1/FARP1/ABL1/INCENP/SAC3D1/PLEKHG2/KIF4A/BIRC5/BRCA2/SASS6/EZR/EPB41/CEP72/SMC3/TOP2A/MYH9/CNTRL/KIF11/AURKA/CKAP5/SMC4/UXT/TBCD/DST/KIF20B/PCM1/CEP131/CDK1/TPX2/ARL8A/ARHGEF3/BCR/YWHAE/FBXO5/WASL/TIAM1/LRPPRC/HOOK3/ARF6/CCDC88A/MID1IP1/KATNB1/ABI1/CDC42/KIF15/WASF1/GSN/CDK5RAP2/CAPZB/DYNLL2/RAPGEF5/TUBD1/ECT2/ARHGEF7/RACGAP1/TUBGCP2/HDAC6/ARFIP2/RHOT2/KIF22/CEP57/DLGAP5/RFC1/CTTN/STAU1/KPTN/LMNB1/ALMS1/LATS1/KIF2C/RALBP1/NUMA1/TUBGCP3/SMC1A/PLK1/FLNA/PIF1/BUB1/ITSN1/KIF3C/ARHGAP4/ATG4B/ACTN4/ROCK1/CD2AP/SOS1/PAFAH1B1/ESPL1/CENPE/PRC1/PCGF5/NDC80/KATNA1/MAP3K11
HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,Birinapant_S.R,74,0.27782201,1.018969151,0.446920052,0.51967448,0.295393915,3423,tags=35%, list=27%, signal=26%,IL4R/IFIT2/OGFR/IFI30/NCOA7/SLC25A28/IFITM2/PNPT1/ISG15/IRF1/IFI35/PSME1/TRIM21/HERC6/IL7/TRIM25/SAMD9/CASP1/PSME2/ADAR/EPSTI1/PROCR/TMEM140/NUB1/ELF1/MOV10
HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,Birinapant_S.R,170,-0.209896428,-1.009951721,0.4625,0.525568182,0.298744019,1953,tags=24%, list=16%, signal=20%,SRD5A3/GLCE/HDLBP/RBCK1/RPE/CLDN3/GPC1/P4HA2/SAP30/TPBG/HS2ST1/IGFBP3/VLDLR/PGLS/GLRX/ADORA2B/PYGL/VCAN/ENO2/TPST1/B4GALT4/ANGPTL4/TSTA3/GALK1/QSOX1/PGAM2/SPAG4/PAM/FUT8/CAPN5/G6PD/GMPPA/STC2/SDC3/GPC4/ELF3/TGFBI/IDUA/PLOD2/COL5A1
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,Birinapant_S.R,155,0.224813243,0.9124892,0.663875598,0.737639553,0.419289851,2433,tags=22%, list=19%, signal=18%,AQP3/SLC25A37/RBM38/UBAC1/ALAS2/ISCA1/SLC6A8/ANK1/TOP1/CPOX/DMTN/EPB41/BLVRA/E2F2/XK/GMPS/RIOK3/NUDT4/ARL2BP/KLF3/PRDX2/GLRX5/KAT2B/TCEA1/PSMD9/GAPVD1/FBXO34/RAD23A/MINPP1/SPTB/SLC6A9/HMBS/TFDP2/BMP2K
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,Birinapant_S.R,91,0.232795465,0.879289124,0.697047497,0.756055132,0.429757654,3609,tags=29%, list=29%, signal=21%,ANP32E/COPE/CAV2/RAB9A/AP3S1/VPS45/USO1/CLN5/TOM1L1/AP2B1/TPD52/DST/RAB22A/BNIP3/COPB1/GNAS/VAMP4/VPS4B/DNM1L/M6PR/RAB5A/ARCN1/SEC24D/ARFGEF2/BET1/YIPF6
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,Birinapant_S.R,172,-0.190587398,-0.918565348,0.710691824,0.756055132,0.429757654,1202,tags=14%, list=10%, signal=13%,NABP1/PEX14/ECH1/PHLDB1/PFKFB3/MGLL/LTC4S/ANGPTL4/TST/TOB1/REEP6/UCP2/LIFR/ELMOD3/FZD4/PPARG/ITGA7/LIPE/COL4A1/SLC27A1/C3/LAMA4/MARC2/DDT
HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,Birinapant_S.R,50,0.243398137,0.819510557,0.753867792,0.78527895,0.446369087,2935,tags=30%, list=23%, signal=23%,CD9/IL4R/LTBR/INHBE/IL1B/FAS/BAK1/IRF1/PTPN11/IL17RB/IL7/PTPN1/SOCS3/PIM1/HAX1
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,Birinapant_S.R,44,0.205792615,0.679278974,0.928876245,0.931168831,0.529295967,1688,tags=20%, list=13%, signal=18%,PRDX4/JUNB/ATOX1/NDUFB4/CDKN2D/PRDX2/HHEX/TXN/EGLN2
HALLMARK_PEROXISOME,HALLMARK_PEROXISOME,Birinapant_S.R,85,0.191677053,0.716829602,0.931168831,0.931168831,0.529295967,2863,tags=24%, list=23%, signal=18%,HRAS/TSPO/YWHAH/RDH11/BCL10/PRDX5/ACAA1/ITGB1BP1/TOP2A/SMARCC1/ECI2/ABCD1/CTBP1/PEX6/FIS1/ELOVL5/ISOC1/VPS4B/PABPC1/CLN6
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,Bleomycin_S.R,156,0.388077686,1.552193742,0.001515152,0.017094017,0.01331534,1857,tags=27%, list=15%, signal=23%,IGFBP1/STC2/COL5A1/SERPINE1/SLC2A3/CA12/LOX/ENO2/GCNT2/SAP30/PRKCA/FOS/SDC3/STC1/PPP1R3C/GBE1/HAS1/TGFBI/SDC2/RRAGD/IGFBP3/ANGPTL4/PDK1/ILVBL/CHST3/PAM/ATF3/TMEM45A/HMOX1/TGM2/BCL2/ADORA2B/DTNA/GAPDHS/SCARB1/BCAN/MIF/NDST2/PFKFB3/SLC37A4/GYS1/NFIL3
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin_S.R,134,0.495596367,1.943289908,0.001536098,0.017094017,0.01331534,1243,tags=31%, list=10%, signal=28%,IGFBP1/ABCC3/IGFBP4/AKR1C3/BCAT1/SERPINE1/ALDH3A1/NQO1/PGD/GCNT2/VTN/PTGR1/TGFB2/ALDH2/IL1R1/GNMT/DDT/PMM1/TPST1/PEMT/ID2/AOX1/UGDH/RAP1GAP/GABARAPL1/PAPSS2/PYCR1/PROS1/NINJ1/PDK4/GSR/NDRG2/GSTM4/ECH1/GCLC/HMOX1/ABCC2/CYFIP2/LPIN2/FAH/CBR1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin_S.R,142,0.612524492,2.412838993,0.001538462,0.017094017,0.01331534,1279,tags=45%, list=10%, signal=41%,SPP1/SPARC/BASP1/TPM2/TIMP3/COL5A2/MYL9/VIM/IGFBP2/HTRA1/IGFBP4/COL4A2/COL6A2/NNMT/COL3A1/COL5A1/FSTL1/SLIT2/TPM1/SERPINE1/CADM1/APLP1/LOX/PTX3/PMP22/SERPINE2/COL4A1/ENO2/ANPEP/PLOD2/ITGAV/MATN3/FERMT2/DPYSL3/FSTL3/TNC/TGFBR3/ID2/LOXL2/THBS2/LOXL1/SGCB/LGALS1/TFPI2/TGFBI/FN1/DKK1/ITGB5/IGFBP3/WNT5A/EMP3/FBN1/DAB2/FGF2/GEM/MATN2/CAP2/TNFRSF12A/ITGA5/PLOD1/PFN2/TGM2/CXCL1/PLOD3
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,Bleomycin_S.R,23,0.728961499,2.018910604,0.001763668,0.017094017,0.01331534,399,tags=35%, list=3%, signal=34%,SPP1/COL5A2/COL3A1/FSTL1/FGFR1/ITGAV/VTN/STC1
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Bleomycin_S.R,111,-0.379736889,-1.535672947,0.002638522,0.017094017,0.01331534,759,tags=22%, list=6%, signal=20%,SEMA3B/PTGS2/MAP3K1/DUSP6/JUP/TSPAN1/TRIB2/FUCA1/TNFAIP3/ITGB2/INHBA/PLAU/BMP2/ITGA2/KLF4/F2RL1/ANO1/MPZL2/ADAM8/MAP7/GALNT3/IL1B/PLEK2/LCP1
HALLMARK_APICAL_JUNCTION,HALLMARK_APICAL_JUNCTION,Bleomycin_S.R,135,-0.384575126,-1.589360416,0.002816901,0.017094017,0.01331534,581,tags=19%, list=5%, signal=18%,JUP/MDK/LAMB3/CNN2/LAMA3/HRAS/DLG1/ITGA2/SYK/CD274/PCDH1/ITGB4/ICAM1/GRB7/CDH4/MPZL2/MAPK13/LAMC2/CDH3/LIMA1/RAC2/IRS1/CDH1/CLDN7/COL17A1
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin_S.R,159,-0.435769959,-1.846022158,0.002890173,0.017094017,0.01331534,1065,tags=30%, list=8%, signal=27%,BHLHE40/MYBBP1A/TIAM1/CELSR1/TBC1D30/TSKU/RPS6KA2/FARP1/ENDOD1/WWC1/SLC37A1/XBP1/ZNF185/DHRS3/RHOD/MAST4/SEMA3B/FASN/SYT12/ELF1/RHOBTB3/FOXC1/TPBG/KRT8/KRT15/SLC27A2/SLC9A3R1/FDFT1/MREG/SLC7A5/KLF4/AQP3/SCNN1A/TPD52L1/NRIP1/RAB17/HSPB8/KRT13/ELF3/AREG/P2RY2/KAZN/KRT19/CLDN7/PTGES/LAD1/SFN
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin_S.R,149,-0.416518209,-1.743576668,0.002915452,0.017094017,0.01331534,944,tags=22%, list=8%, signal=21%,CD9/XBP1/TST/MEST/SEMA3B/FOXC1/TPBG/MDK/HOMER2/SLC27A2/SLC9A3R1/FDFT1/SLC7A5/KLF4/GJB3/SCNN1A/TPD52L1/NRIP1/HSPB8/KRT13/AREG/MAPK13/LAMC2/PKP3/PTPN6/ASS1/ST14/KRT19/TRIM29/AGR2/CDH1/PTGES/SFN
HALLMARK_P53_PATHWAY,HALLMARK_P53_PATHWAY,Bleomycin_S.R,180,-0.384626969,-1.66146391,0.003076923,0.017094017,0.01331534,1412,tags=21%, list=11%, signal=19%,CASP1/RETSAT/RRP8/GM2A/FAS/DCXR/MXD1/EPHA2/NUDT15/RAP2B/IFI30/SPHK1/BLCAP/BAK1/SDC1/VAMP8/FUCA1/CDK5R1/TGFA/HRAS/BMP2/WRAP73/CD82/KLF4/ITGB4/TPD52L1/VDR/EPS8L2/DEF6/TP63/ST14/SERPINB5/IL1A/TNNI1/CDKN2B/SFN/CDKN2A/KRT17
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,Bleomycin_S.R,121,0.386172471,1.494490187,0.007886435,0.033174098,0.025840876,1562,tags=26%, list=12%, signal=23%,SPARC/TPM2/STC2/FHL1/COL4A2/COL6A2/COL3A1/CLU/FXYD1/NQO1/CKB/TNNT1/CDH13/MYL6B/PPP1R3C/BIN1/SH3BGR/MRAS/ITGB5/IGFBP3/FGF2/SSPN/PDE4DIP/IGFBP7/DMPK/DTNA/MAPRE3/PDLIM7/TPM3/IFRD1/WWTR1
