Batch,cellline,agent,type,Subtype1,Subtype2,GR50,GR_AOC,IC50,AUC
B29,HUH28,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,1.258456405,0.405221016,3.990680799,0.835822378
B29,KKU055,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,3.07105834,0.178440362,2.12079445,0.824492308
B29,KKU100,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.185574088,0.278275286,2.191800565,0.736898195
B29,KKU156,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.99920359,0.324763106,0.831601657,0.788550527
B29,KKU213,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.712062301,0.399494454,0.446548126,0.57297358
B29,KKU214,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.692794081,0.416371464,0.55088931,0.689738233
B29,KKKD068,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,3.984430371,0.107085145,5.566611075,0.932066781
B29,KKKD131,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,3.209783153,0.171830513,3.641779509,0.857068666
B29,KKKD138,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,1.576186828,0.308150579,2.105687896,0.803769359
B29,RBE,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,1.78096448,0.31870188,1.799626056,0.702982053
B29,SSP25,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.68506268,0.2165003,2.784320483,0.856936581
B29,TFK1,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.440353733,0.221424256,2.105681142,0.805996149
B29,YSCCC,Bosutinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,3.555718726,0.228414065,4.162996297,0.847300185
B35,HuCCA1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.393022183,0.590310962,1.379108712,0.725453735
B35,HuCCT1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.807474244,0.430441458,0.819957335,0.641705209
B35,HUH28,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.739779661,0.540863969,2.505924608,0.786978129
B35,KKU055,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.745642179,0.543390391,0.584598831,0.570525784
B35,KKU100,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.615938062,0.514913453,0.742547841,0.619384851
B35,KKU156,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.048117437,0.407461864,0.981042336,0.678515726
B35,KKU213,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.469907464,0.344044738,1.335984478,0.733652376
B35,KKU214,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.870223692,0.416864548,0.804448496,0.641358171
B35,KKKD068,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.912160587,0.413927158,1.251656157,0.713527743
B35,KKKD131,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.30303887,0.355593522,1.458651509,0.743165648
B35,KKKD138,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.900667686,0.518784524,1.162489471,0.699640197
B35,RBE,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.281472917,0.337950659,1.435742625,0.745895194
B35,SSP25,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.794742951,0.494415908,0.931207208,0.656124694
B35,TFK1,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.088231558,0.380218847,0.86884843,0.639518651
B35,YSCCC,Bupalisib,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,0.740954131,0.512634734,1.351479161,0.679010176
B44,HuCCA1,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.017035592,10,0.990495695
B44,HuCCT1,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.006317109,10,0.992845423
B44,HUH28,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.001459692,10,1.000790262
B44,KKU055,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.020442608,10,0.972932788
B44,KKU100,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.026610548,10,0.980721161
B44,KKU156,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.003976818,10,0.995048981
B44,KKU213,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.009948671,10,0.988086007
B44,KKU214,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.011095205,10,1.014519315
B44,KKKD068,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.012243005,10,0.990871987
B44,KKKD131,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.021154759,10,0.982299596
B44,KKKD138,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.020772305,10,0.983626281
B44,RBE,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.01157218,10,0.990342837
B44,SSP25,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.006357795,10,1.009202178
B44,TFK1,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,0.022208642,10,0.980827936
B44,YSCCC,Busulfan,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,10,-0.014243498,10,1.010686895
B45,HuCCA1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,2.250778198,0.27907254,10,0.845355942
B45,HuCCT1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.038771519,10,0.956612302
B45,HUH28,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,3.312614111,0.227709586,10,0.874844257
B45,KKU055,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.018917826,10,0.974686886
B45,KKU100,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.448189467,0.188936199,10,0.862723163
B45,KKU156,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,7.725852698,0.116769406,7.220173889,0.863720601
B45,KKU213,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.937916456,0.127611013,7.397022667,0.864088707
B45,KKU214,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,8.493636521,0.103830608,7.918411399,0.879840794
B45,KKKD068,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.14588731,10,0.891651565
B45,KKKD131,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.05340684,10,0.955447903
B45,KKKD138,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,1.812426987,0.306253723,3.635321736,0.777488649
B45,RBE,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.062652636,10,0.9446885
B45,SSP25,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,6.837619967,0.139627028,5.642231282,0.839589559
B45,TFK1,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,10,0.045269805,10,0.960286514
B45,YSCCC,BYL719,Targeted drug,PI3K_signaling,PI3K_signaling_PI3K,3.399484141,0.184367919,7.416235029,0.872989136
Bmix,HuCCA1,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.035563863,0.078173153,10,0.941266037
Bmix,HuCCT1,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.064927847,10,1.08527036
Bmix,HUH28,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.742985293,0.08715929,10,0.989077786
Bmix,KKU055,Caffeic APE,Targeted drug,NF_kB,NF_kB,4.50668677,0.129417452,3.80873779,0.858968712
Bmix,KKU100,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,0.020574384,10,0.982810012
Bmix,KKU156,Caffeic APE,Targeted drug,NF_kB,NF_kB,7.122481708,-0.019549793,6.259397519,1.054175055
Bmix,KKU213,Caffeic APE,Targeted drug,NF_kB,NF_kB,8.898894837,0.045503002,9.318742545,0.958423532
Bmix,KKU214,Caffeic APE,Targeted drug,NF_kB,NF_kB,8.012765911,-0.030108216,9.011869661,1.038692956
Bmix,KKKD068,Caffeic APE,Targeted drug,NF_kB,NF_kB,9.877291528,0.10030445,10,0.910069873
Bmix,KKKD131,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.08542914,10,1.085162241
Bmix,KKKD138,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.023203698,10,1.018868473
Bmix,RBE,Caffeic APE,Targeted drug,NF_kB,NF_kB,9.06375334,0.032883733,9.675236937,0.970032487
Bmix,SSP25,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.005798436,10,1.0057659
Bmix,TFK1,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.066447919,10,1.08883472
Bmix,YSCCC,Caffeic APE,Targeted drug,NF_kB,NF_kB,10,-0.012620154,10,1.013882639
B44,HuCCA1,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.362046455,0.009765625,0.289021828
B44,HuCCT1,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.253785586,0.009765625,0.104981567
B44,HUH28,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.121778215,0.009765625,0.410935198
B44,KKU055,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.679183411,0.009765625,0.01043685
B44,KKU100,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.665639816,0.009765625,0.069752951
B44,KKU156,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.253994897,0.009765625,0.09110138
B44,KKU213,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.39066313,0.009765625,0.077188889
B44,KKU214,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.263455684,0.009765625,0.094095404
B44,KKKD068,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.313780632,0.009765625,0.207237122
B44,KKKD131,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.345884551,0.009765625,0.177847599
B44,KKKD138,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.672536972,0.009765625,0.059856112
B44,RBE,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.162931971,0.009765625,0.208224282
B44,SSP25,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.334124666,0.009765625,0.059678465
B44,TFK1,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.302149922,0.009765625,0.173216931
B44,YSCCC,Camptothecin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.380040536,0.009765625,0.186268632
B43,HuCCA1,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.067440912,0.782892926,0.380821438,0.580607213
B43,HuCCT1,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.073874021,0.82299524,0.075994053,0.353973864
B43,HUH28,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.063259616,1.009516433,0.220437264,0.471998641
B43,KKU055,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.086246571,1.113376586,0.074190493,0.290138334
B43,KKU100,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.070573061,0.825720707,0.120272913,0.48941284
B43,KKU156,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.236424279,0.742845606,0.206498916,0.444640898
B43,KKU213,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.197629005,0.728055816,0.18673919,0.446735261
B43,KKU214,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.283700644,0.631003404,0.262035883,0.491270454
B43,KKKD068,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.099761909,0.735091348,0.188902172,0.528905407
B43,KKKD131,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.060176871,0.868660307,0.071707935,0.395824346
B43,KKKD138,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.093646427,0.847007857,0.137726941,0.457539937
B43,RBE,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.075276922,0.845211059,0.101382155,0.430667068
B43,SSP25,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.048061655,0.90519472,0.044775623,0.284104676
B43,TFK1,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.065974289,0.762290249,0.088007732,0.456178289
B43,YSCCC,CDK1_2III,Targeted drug,CDK,CDK_1_2,0.437123623,0.471895851,1.12288785,0.693130049
B49,HuCCA1,Celastrol,Targeted drug,Proteosome,Proteosome,0.672982892,0.695055367,0.852265995,0.651655606
B49,HuCCT1,Celastrol,Targeted drug,Proteosome,Proteosome,0.661940768,0.694904767,0.68122342,0.605287988
B49,HUH28,Celastrol,Targeted drug,Proteosome,Proteosome,0.769471353,0.66346767,1.097326069,0.676384776
B49,KKU055,Celastrol,Targeted drug,Proteosome,Proteosome,0.619593122,0.70670282,0.57493086,0.577115583
B49,KKU100,Celastrol,Targeted drug,Proteosome,Proteosome,1.860832264,0.417369738,2.453006753,0.796783963
B49,KKU156,Celastrol,Targeted drug,Proteosome,Proteosome,1.462369702,0.452699105,1.759151833,0.773245278
B49,KKU213,Celastrol,Targeted drug,Proteosome,Proteosome,1.336342619,0.513250982,1.412438121,0.716922606
B49,KKU214,Celastrol,Targeted drug,Proteosome,Proteosome,1.036533155,0.583556947,1.044172082,0.655360242
B49,KKKD068,Celastrol,Targeted drug,Proteosome,Proteosome,1.44879703,0.497269634,1.660930227,0.733193526
B49,KKKD131,Celastrol,Targeted drug,Proteosome,Proteosome,0.994334664,0.584675023,1.19287773,0.69056659
B49,KKKD138,Celastrol,Targeted drug,Proteosome,Proteosome,1.601994972,0.391980867,1.768901184,0.753378925
B49,RBE,Celastrol,Targeted drug,Proteosome,Proteosome,0.626372585,0.713401221,0.682829548,0.604481589
B49,SSP25,Celastrol,Targeted drug,Proteosome,Proteosome,1.647230657,0.438219927,1.823039094,0.757320907
B49,TFK1,Celastrol,Targeted drug,Proteosome,Proteosome,2.348706872,0.361665973,2.722058803,0.808644356
B49,YSCCC,Celastrol,Targeted drug,Proteosome,Proteosome,1.294403888,0.529360529,1.508473554,0.717957771
B54,HuCCA1,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.789269607,0.434571099,4.277262676,0.800713824
B54,HuCCT1,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,2.762731951,0.212641775,3.484925205,0.817656505
B54,HUH28,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.522225513,0.459082726,6.393377872,0.807822184
B54,KKU055,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.858833974,0.450956268,0.743739114,0.624565439
B54,KKU100,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.279850842,0.651099011,0.41559008,0.588183887
B54,KKU156,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,2.976682106,0.196126693,3.69152563,0.830680259
B54,KKU213,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,3.307704855,0.17566778,4.179512299,0.845266915
B54,KKU214,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,3.84242854,0.217897168,5.832490091,0.841612421
B54,KKKD068,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,3.526409163,0.158123223,5.491149946,0.90517219
B54,KKKD131,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,3.633526803,0.167088969,5.442617611,0.869557313
B54,KKKD138,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.382854281,0.652025551,0.746925519,0.647469477
B54,RBE,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,1.298143343,0.249634346,3.40947467,0.862637963
B54,SSP25,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,0.971699208,0.350225931,2.061940648,0.79665328
B54,TFK1,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,1.46674778,0.315738615,2.125444241,0.762889006
B54,YSCCC,Cisplatin,Chemotherapeutic drug,Alkylating_agent,Alkylating_agent,1.138081518,0.365554746,3.040931384,0.785497631
B34,HuCCA1,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.105423522,0.384389268,3.436845285,0.810975556
B34,HuCCT1,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.950858124,0.424299275,0.903835916,0.693655524
B34,HUH28,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.750195987,0.523122081,2.153064168,0.7832214
B34,KKU055,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.222885464,0.754658177,0.177852346,0.408669972
B34,KKU100,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.078719404,0.399410233,1.23304368,0.722712559
B34,KKU156,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.073974533,0.437769183,0.967058623,0.670310257
B34,KKU213,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.71321484,0.627641139,0.64814635,0.593778932
B34,KKU214,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.764319547,0.499554095,0.723605082,0.63070136
B34,KKKD068,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.385449631,0.605503485,0.659960441,0.600405531
B34,KKKD131,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.359428851,0.366560775,1.561853604,0.742441109
B34,KKKD138,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,0.817768917,0.525421962,0.994936577,0.710104144
B34,RBE,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.23805304,0.387302693,1.415722656,0.721615644
B34,SSP25,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.117518548,0.424442348,1.208658707,0.689905437
B34,TFK1,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.129641993,0.409722206,0.834863533,0.613268294
B34,YSCCC,Crizotinib,Targeted drug,RTK_signaling_MET_ALK,RTK_signaling_MET_ALK,1.625870154,0.323313116,2.393244862,0.803809781
B30,HuCCA1,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.09985056,10,1.046859788
B30,HuCCT1,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.043056852,10,1.030629948
B30,HUH28,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.072937717,10,1.019169024
B30,KKU055,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.127227859,10,1.141648381
B30,KKU100,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,0.05184276,10,0.946822642
B30,KKU156,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.54270167,10,1.656688762
B30,KKU213,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.041075287,10,1.064776895
B30,KKU214,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.216974203,10,1.183668605
B30,KKKD068,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.114995035,10,1.056365844
B30,KKKD131,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.129048482,10,1.04896122
B30,KKKD138,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.202135328,10,1.136299091
B30,RBE,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,0.06231614,10,0.952153951
B30,SSP25,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,-0.046253009,10,1.03207017
B30,TFK1,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,0.07908781,10,0.904611986
B30,YSCCC,Cyclopamine,Targeted drug,Hedgehog signaling,Hedgehog signaling,10,0.033959559,10,0.975593162
B52,HuCCA1,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.14012799,0.631845269,0.440051812,0.635976849
B52,HuCCT1,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.483371082,0.240959749,3.137437389,0.786598156
B52,HUH28,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.042163775,1.085058175,0.277442453,0.555786009
B52,KKU055,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,2.158525766,0.330444391,1.227170832,0.634095313
B52,KKU100,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.141578101,0.713952777,0.297094934,0.536567047
B52,KKU156,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.124390622,0.785817448,0.115863993,0.386112831
B52,KKU213,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.070738541,0.786020685,0.067436274,0.338154193
B52,KKU214,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.127846042,0.68663398,0.139634528,0.44561733
B52,KKKD068,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.743829647,0.429178511,3.972046262,0.714167268
B52,KKKD131,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.094824783,0.835170082,0.120184375,0.427177623
B52,KKKD138,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.070548312,0.802960008,0.170505518,0.512260452
B52,RBE,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.022997348,0.894522915,0.047753595,0.394161814
B52,SSP25,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.17591571,0.494842127,0.522996095,0.637099406
B52,TFK1,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.144187774,0.513340657,0.203292535,0.609915745
B52,YSCCC,Dasatinib,Targeted drug,ABL_signaling,ABL_signaling_Src_Abl,0.215454249,0.495462008,0.367395665,0.673583933
B46,HuCCA1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.175295455,10,0.85834642
B46,HuCCT1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.29759821,10,0.685989311
B46,HUH28,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.106932798,10,0.947790993
B46,KKU055,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,4.441290474,0.237145087,1.60496323,0.677526914
B46,KKU100,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.070588078,10,0.928995244
B46,KKU156,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,0.867843087,0.386306468,0.373556322,0.538716751
B46,KKU213,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,1.964528501,0.370218322,0.343950015,0.536462576
B46,KKU214,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,4.174342517,0.278119331,1.317666491,0.655894091
B46,KKKD068,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,5.026744176,0.224693234,9.215188256,0.787433986
B46,KKKD131,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,5.799380314,0.188862106,7.657205278,0.817356273
B46,KKKD138,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,9.553112,0.206084702,9.560163,0.775214319
B46,RBE,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.105863973,10,0.899861089
B46,SSP25,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.114546933,10,0.870140858
B46,TFK1,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,1.849672725,0.332496776,0.644542465,0.599037121
B46,YSCCC,Decitabine,Targeted drug,Epigenetic,Epigenetic_DNMT,10,0.035634422,10,0.968982381
B35,HuCCA1,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,2.523966058,0.194055223,2.31211,0.911806204
B35,HuCCT1,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,2.57256724,0.166786754,2.369187121,0.856508636
B35,HUH28,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,0.627384067,0.494117623,2.217649441,0.80617921
B35,KKU055,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,0.609903106,0.479478311,0.53031585,0.597283503
B35,KKU100,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,3.486278752,0.189129916,3.798976914,0.857341381
B35,KKU156,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,5.072488157,0.095869725,4.799127542,0.901058578
B35,KKU213,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,3.29915412,0.181644516,2.946946655,0.814809824
B35,KKU214,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,0.952138274,0.304726076,0.881871026,0.70824034
B35,KKKD068,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,2.217102407,0.236001684,3.041059301,0.820303054
B35,KKKD131,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,1.073303146,0.181679184,1.272792686,0.859152888
B35,KKKD138,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,1.077682109,0.360109207,1.577023688,0.767700897
B35,RBE,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,2.753773609,0.175831445,3.035678006,0.857171972
B35,SSP25,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,3.266543167,0.13450686,3.62205173,0.89852184
B35,TFK1,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,1.685148055,0.279091151,1.352774503,0.700752463
B35,YSCCC,Dovitinib,Targeted drug,RTK_signaling_Multi RTK,RTK_signaling_Multi RTK,2.178356051,0.34583615,3.458598478,0.784587684
B55,HuCCA1,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.010202153,1.266167618,0.022225182,0.2112858
B55,HuCCT1,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.061042262,0.771342753,0.080759668,0.43299284
B55,HUH28,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.559373445,0.077277262,0.338933068
B55,KKU055,Doxorubicin,Chemotherapeutic drug,Topoisomerase,Topoisomerase,0.009765625,1.337426215,0.004346691,0.069368552
