Gene,Hallmark.ID,Drug,NES,pvalue,p.adjust,qvalues
RFC4,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RNF144B,HALLMARK_INFLAMMATORY_RESPONSE,Birinapant,1.50934958271148,0.00378787878787879,0.0157828282828283,0.00897129186602871
RNPS1,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPA2,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPA2,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
RPL22,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPL36,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
RPL6,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPLP0,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPS10,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPS3,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPS5,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RPS6,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RRAD,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
RRM2,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
RRM2,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
RRP12,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
RRP8,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
RRP9,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
RRP9,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
RRP9,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
RRP9,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
RUVBL2,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SCD,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
SDAD1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
SDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
SDHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
SERPINE1,HALLMARK_TGF_BETA_SIGNALING,Birinapant,-1.73067229928145,0.0036231884057971,0.0157828282828283,0.00897129186602871
SERPINE1,HALLMARK_UV_RESPONSE_DN,Birinapant,-1.62278823463158,0.00510204081632653,0.0182215743440233,0.0103575264692343
SERPINE1,HALLMARK_XENOBIOTIC_METABOLISM,Birinapant,-1.53828938044442,0.00552486187845304,0.0184162062615101,0.0104681593486479
SERPINE1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
SERPINE1,HALLMARK_COMPLEMENT,Birinapant,-1.43549766954569,0.0177514792899408,0.0467144191840548,0.0265534593256733
SF3A1,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SF3B3,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SFN,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
SFN,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
SLC16A1,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
SLC19A2,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
SLC1A4,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
SLC1A4,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
SLC1A4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
SLC25A3,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SLC25A3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
SLC25A5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
SLC29A1,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
SLC7A1,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SLC7A5,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SLC7A5,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
SLC7A5,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
SLC7A5,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
SLIT2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
SMAD1,HALLMARK_TGF_BETA_SIGNALING,Birinapant,-1.73067229928145,0.0036231884057971,0.0157828282828283,0.00897129186602871
SMAD6,HALLMARK_TGF_BETA_SIGNALING,Birinapant,-1.73067229928145,0.0036231884057971,0.0157828282828283,0.00897129186602871
SMC2,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SMC4,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
SMC4,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SMC6,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
SNRPD1,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SNRPD1,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SNRPG,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SNTB1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
SOX9,HALLMARK_KRAS_SIGNALING_UP,Birinapant,1.41296589975748,0.0161892901618929,0.0449702504497025,0.0255620370977256
SPARC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
SPARC,HALLMARK_MYOGENESIS,Birinapant,-1.45391154818416,0.0157894736842105,0.0449702504497025,0.0255620370977256
SPP1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
SRM,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SRM,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
SRPK1,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
SRPRB,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
ST6GALNAC2,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
STAG1,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
STAG1,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
STC1,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
STIL,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
SURF1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
SYNE1,HALLMARK_UV_RESPONSE_DN,Birinapant,-1.62278823463158,0.00510204081632653,0.0182215743440233,0.0103575264692343
TACC3,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TACC3,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
TBRG4,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TBRG4,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
TCOF1,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
TFPI,HALLMARK_UV_RESPONSE_DN,Birinapant,-1.62278823463158,0.00510204081632653,0.0182215743440233,0.0103575264692343
TFPI2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
TFPI2,HALLMARK_COMPLEMENT,Birinapant,-1.43549766954569,0.0177514792899408,0.0467144191840548,0.0265534593256733
TGFA,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
TGFB1,HALLMARK_TGF_BETA_SIGNALING,Birinapant,-1.73067229928145,0.0036231884057971,0.0157828282828283,0.00897129186602871
TGFB1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
TGFB1,HALLMARK_MYOGENESIS,Birinapant,-1.45391154818416,0.0157894736842105,0.0449702504497025,0.0255620370977256
TIMM50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
TIPIN,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TM7SF3,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
TMEM97,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
TMEM97,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
TNC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
TNFAIP3,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
TNFAIP3,HALLMARK_KRAS_SIGNALING_UP,Birinapant,1.41296589975748,0.0161892901618929,0.0449702504497025,0.0255620370977256
TNFAIP8,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
TNFSF15,HALLMARK_INFLAMMATORY_RESPONSE,Birinapant,1.50934958271148,0.00378787878787879,0.0157828282828283,0.00897129186602871
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
TOMM40,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
TOP2A,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TOP2A,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
TOP2A,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
TPM1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
TPX2,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
TRA2B,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TRA2B,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
TRA2B,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
TRIP13,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TSPYL2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
TUBB,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
TXNL4A,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
UBA2,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
UBE2C,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
UBE2S,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
UBE2S,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
UBE2T,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
UCK2,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
UNG,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
UNG,HALLMARK_MTORC1_SIGNALING,Birinapant,1.60297190149092,0.0023121387283237,0.0136239782016349,0.00774415603040298
UNG,HALLMARK_MYC_TARGETS_V2,Birinapant,1.83124989618893,0.00272479564032698,0.0136239782016349,0.00774415603040298
UPP1,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
UQCRC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
UQCRH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
VDAC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Birinapant,1.82701811918506,0.00116822429906542,0.00858516483516484,0.00487998843262001
VEGFA,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
VEGFA,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
WNT5A,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Birinapant,-2.52455833040658,0.00598802395209581,0.0187125748502994,0.0106366214938544
WRAP73,HALLMARK_P53_PATHWAY,Birinapant,1.75367652496718,0.00117096018735363,0.00858516483516484,0.00487998843262001
XPO1,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
XPO1,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
XPO1,HALLMARK_G2M_CHECKPOINT,Birinapant,2.00331156471384,0.00116686114352392,0.00858516483516484,0.00487998843262001
XRCC6,HALLMARK_E2F_TARGETS,Birinapant,2.2268410525284,0.00116144018583043,0.00858516483516484,0.00487998843262001
XRCC6,HALLMARK_MYC_TARGETS_V1,Birinapant,2.29442303867757,0.00116144018583043,0.00858516483516484,0.00487998843262001
YIF1A,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
ZBTB17,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Birinapant,1.55164394537656,0.00252525252525253,0.0136239782016349,0.00774415603040298
ZC3H12A,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
ZFP36,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birinapant,1.62241320620047,0.00119047619047619,0.00858516483516484,0.00487998843262001
ZFP36,HALLMARK_ESTROGEN_RESPONSE_LATE,Birinapant,1.62276114848723,0.00120192307692308,0.00858516483516484,0.00487998843262001
A2M,HALLMARK_COAGULATION,Bleomycin,1.5414344706615,0.00796178343949045,0.0331740976645435,0.0258408760755392
ABCC1,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
ABCC3,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
ADORA2B,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
ADORA2B,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
AKT3,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
AREG,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
AREG,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
BCKDHB,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
BLCAP,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
BMP2,HALLMARK_KRAS_SIGNALING_UP,Bleomycin,-1.53567294660027,0.00263852242744063,0.0170940170940171,0.0133153396311291
BMP2,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
CD82,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
CD82,HALLMARK_INFLAMMATORY_RESPONSE,Bleomycin,-1.50806690741183,0.0107816711590297,0.0414679659962679,0.0323013629865666
CDH1,HALLMARK_APICAL_JUNCTION,Bleomycin,-1.58936041567425,0.0028169014084507,0.0170940170940171,0.0133153396311291
CDH1,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
CDK13,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
CDKN2A,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
CFI,HALLMARK_COAGULATION,Bleomycin,1.5414344706615,0.00796178343949045,0.0331740976645435,0.0258408760755392
CHST3,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
COL6A2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
COL6A2,HALLMARK_MYOGENESIS,Bleomycin,1.49449018734898,0.00788643533123028,0.0331740976645435,0.0258408760755392
DAB2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
DAB2,HALLMARK_UV_RESPONSE_DN,Bleomycin,1.47586100971989,0.00794912559618442,0.0331740976645435,0.0258408760755392
DKK1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
DPP4,HALLMARK_COAGULATION,Bleomycin,1.5414344706615,0.00796178343949045,0.0331740976645435,0.0258408760755392
DTNA,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
DTNA,HALLMARK_MYOGENESIS,Bleomycin,1.49449018734898,0.00788643533123028,0.0331740976645435,0.0258408760755392
ECH1,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
ELF1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
EMP3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
ENDOD1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
ENO2,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
ENO2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
EPS8L2,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
FARP1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
FASN,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
FDFT1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
FDFT1,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
FGFR1,HALLMARK_ANGIOGENESIS,Bleomycin,2.01891060437938,0.0017636684303351,0.0170940170940171,0.0133153396311291
FOXC1,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
FOXC1,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
GABARAPL1,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
GBE1,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
GCNT2,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
GCNT2,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
GDA,HALLMARK_COAGULATION,Bleomycin,1.5414344706615,0.00796178343949045,0.0331740976645435,0.0258408760755392
GM2A,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
GYS1,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
HOMER2,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
HRAS,HALLMARK_APICAL_JUNCTION,Bleomycin,-1.58936041567425,0.0028169014084507,0.0170940170940171,0.0133153396311291
HRAS,HALLMARK_P53_PATHWAY,Bleomycin,-1.66146390951778,0.00307692307692308,0.0170940170940171,0.0133153396311291
HSPB8,HALLMARK_ESTROGEN_RESPONSE_EARLY,Bleomycin,-1.84602215783014,0.00289017341040462,0.0170940170940171,0.0133153396311291
HSPB8,HALLMARK_ESTROGEN_RESPONSE_LATE,Bleomycin,-1.74357666818025,0.00291545189504373,0.0170940170940171,0.0133153396311291
ID2,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
ID2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
IGFBP1,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
IGFBP1,HALLMARK_XENOBIOTIC_METABOLISM,Bleomycin,1.94328990795182,0.00153609831029186,0.0170940170940171,0.0133153396311291
IGFBP3,HALLMARK_HYPOXIA,Bleomycin,1.55219374232077,0.00151515151515152,0.0170940170940171,0.0133153396311291
IGFBP3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bleomycin,2.41283899312878,0.00153846153846154,0.0170940170940171,0.0133153396311291
IGFBP3,HALLMARK_MYOGENESIS,Bleomycin,1.49449018734898,0.00788643533123028,0.0331740976645435,0.0258408760755392
